,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,40.86707,31.191784,96.38707,64.58779,132.4711,15.73712,26.450733,63.04222,44.34692,35.554737,88.09323,31.66038,106.5388,50.741592,68.99501,44.54725,59.03177,49.06646,44.94959,55.635735,25.713638,67.633705,28.540329,52.282158
layer_1,21.83227,46.748684,8.350046,35.689423,175.46825,39.676636,41.73392,16.560553,222.75987,37.402443,36.8736,82.996925,123.34469,100.635315,77.96898,141.03041,79.19802,137.85265,36.2305,89.5023,51.241817,45.599712,29.919405,39.359123
layer_2,81.642654,29.381493,20.767815,20.997944,97.6985,10.744779,139.00452,5.475619,12.164205,59.762115,8.291817,63.095673,43.39433,26.344494,44.783245,12.319292,33.693768,63.554264,67.376625,78.29676,22.58258,45.236233,13.085516,10.5180235
layer_3,31.519224,64.75034,12.651947,104.063065,22.1763,15.998001,59.390095,169.48323,94.314835,23.43997,35.634453,156.38737,18.45767,78.050186,36.19308,44.578716,58.80001,71.534096,18.11598,30.259506,61.7774,26.909388,10.508174,209.01605
layer_4,12.086119,51.04645,22.76548,56.701736,108.33103,330.3437,47.109364,232.16235,73.4885,99.92951,20.94332,90.1506,29.901587,3.7152548,24.445826,3.201907,60.814583,35.76701,84.40058,94.331505,274.5187,45.29067,126.090164,30.921785
layer_5,54.080173,114.73948,69.65671,15.432606,82.489876,202.38338,53.302986,43.202644,85.17869,24.497313,36.978836,56.42971,53.629185,24.30995,26.685946,18.855944,143.82846,114.19597,161.98636,44.91978,21.402134,166.442,101.05978,197.05374
layer_6,338.16653,215.93773,104.350006,87.84855,22.36608,30.59514,45.505783,215.56738,246.57321,55.324673,117.238045,11.069227,13.528579,72.31422,43.51089,79.00311,58.456684,5.2968674,61.866077,90.422935,69.79347,104.175964,47.314026,34.067753
layer_7,243.92656,27.409834,48.43631,49.993668,77.539116,66.009735,91.04034,85.44599,37.566296,37.339016,59.448215,117.63485,77.31958,151.99298,37.81132,72.85142,150.22932,41.899315,20.558392,13.676565,113.34411,118.865456,61.926037,48.05848
layer_8,36.9148,58.97095,13.827739,50.892612,146.8534,57.583878,57.865948,66.86653,100.2432,73.27792,150.83014,39.331642,107.41616,157.0498,35.877056,43.195976,13.807107,59.52614,60.17938,7.4793262,36.890026,125.300575,159.16655,22.948513
layer_9,88.74511,14.683914,46.039185,11.732556,47.261784,62.27032,13.415048,147.99008,73.970345,52.353867,8.846148,30.769028,72.76893,27.863468,69.72192,57.382,108.07223,59.049854,70.10513,17.477478,170.89696,120.94408,51.34883,127.30411
layer_10,25.209558,69.061,55.224792,43.577023,49.19213,14.3613825,41.40046,30.816084,98.92681,72.58548,26.812433,21.993027,46.095123,60.74608,40.47347,56.621887,91.785385,41.01699,41.286728,23.778332,105.117355,13.568694,122.22448,156.70006
layer_11,41.97141,40.92327,13.785705,20.150116,63.575146,40.12113,34.539032,9.761399,42.344994,29.93701,6.467268,11.174453,16.125845,0.8050306,30.443657,51.415142,52.962265,14.249629,0.6425332,10.71992,0.50639886,33.47126,114.817726,24.20467
layer_12,0.046650253,0.44942546,1.1705253,0.12148582,0.004672455,0.0018750019,0.41460317,5.70712,0.0073080366,0.0015736885,3.2873497,0.32895148,0.76075405,0.08706625,0.0029620891,0.12189245,0.15093765,0.00095391495,0.013495016,8.538505,0.01334086,0.059650373,0.049263105,0.07996552
layer_13,30.163326,58.710144,39.914196,40.593594,146.66603,53.36646,33.054955,8.7940855,143.99355,25.332565,11.38924,312.998,182.53325,114.63003,108.657745,133.63155,64.6673,129.36334,19.80948,29.088102,27.14961,45.842815,18.794897,34.39261
layer_14,150.1962,14.534995,18.507553,46.5831,79.72271,19.713434,161.15263,29.99334,30.071468,65.49879,9.135521,90.51469,91.28128,48.947388,64.39491,14.00559,55.6259,57.436543,123.05638,55.611713,32.497456,81.70616,67.0507,17.389984
layer_15,38.906757,44.650814,17.562424,160.76051,63.74387,20.072283,60.02393,157.80338,83.10337,45.821354,53.92303,77.76928,18.639154,58.984577,54.252712,40.843914,80.07835,78.27336,36.12173,24.1082,41.88525,27.61466,31.512466,110.783424
layer_16,18.89865,48.922325,19.644672,51.587425,58.441208,213.77681,37.61904,122.724045,86.85513,67.869606,23.927061,53.455635,35.876724,11.277964,18.991667,8.25955,36.32573,34.057037,43.165493,73.91509,194.88808,38.89673,100.5116,21.992294
layer_17,44.571323,80.29014,81.339424,20.707075,66.73292,105.609406,51.295593,35.643875,74.48999,19.485174,56.238514,52.43486,38.261955,22.439363,27.089924,16.567066,124.67698,78.3558,130.35638,44.498955,27.03553,112.67075,67.20998,82.37501
layer_18,189.7396,160.35661,90.67066,56.5768,18.89781,38.060234,42.110416,156.71103,226.07744,46.45215,102.19621,26.540579,21.357443,40.055546,47.188652,50.287018,51.330116,6.094295,46.663986,44.348022,67.131874,99.445015,27.099474,30.312372
layer_19,205.53271,29.76856,45.785095,56.62876,73.62513,21.506178,71.18379,52.43657,44.281345,54.374687,60.13903,108.89307,62.640095,148.49352,34.487,52.960796,56.93734,33.641247,40.322094,13.091512,84.20005,71.311745,62.614548,38.52922
layer_20,21.581793,22.029955,12.392013,66.73493,49.48218,26.392149,51.684196,59.91012,76.095215,31.84913,67.262474,39.728844,89.74038,41.510216,39.74161,29.521206,10.87406,22.23532,33.013878,16.052301,14.79357,88.60089,79.745674,16.566935
layer_21,74.89683,9.292016,31.977156,10.817818,15.522444,33.212227,14.756616,99.54607,61.124554,44.37142,16.512743,36.654404,45.118465,10.289051,61.123302,31.395987,50.720802,38.702938,42.970493,15.384762,79.49786,75.037674,43.442455,69.200005
layer_22,10.065303,13.554654,31.919569,27.283932,28.769716,31.842857,45.19045,11.229692,62.433743,29.445786,12.93464,12.881053,30.811365,23.224234,34.115334,55.52931,58.654808,42.43314,14.000946,14.808091,39.01284,13.560042,67.51822,71.94335
layer_23,215.17387,88.503716,83.220924,33.233223,81.52332,52.284195,45.40635,62.906635,54.86372,75.984634,14.156136,14.791901,30.07092,12.940868,52.237232,87.57298,86.88989,32.609367,6.6282687,63.799664,0.77367824,78.16437,38.899323,51.00212
