,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,58.0,1.0,153.0,0.0,24.0,0.0,29.0,100.0,20.0,2.0,40.0,0.0
layer_1,2.0,12.0,0.0,0.0,22.0,22.0,0.0,0.0,6.0,0.0,20.0,2.0
layer_2,0.0,0.0,223.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,229.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0
layer_4,0.0,66.0,2.0,227.0,58.0,0.0,0.0,3.0,18.0,1.0,11.0,5.0
layer_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0
layer_6,0.0,5.0,0.0,347.0,9.0,0.0,0.0,0.0,1.0,117.0,2.0,0.0
layer_7,3.0,1.0,0.0,93.0,13.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,105.0,0.0,0.0,26.0,8.0,0.0,3.0,6.0,4.0,119.0,28.0
layer_9,0.0,365.0,0.0,2.0,10.0,58.0,0.0,1.0,220.0,0.0,0.0,21.0
layer_10,2.0,2.0,12.0,255.0,11.0,12.0,13.0,0.0,0.0,1.0,4.0,144.0
layer_11,56.0,14.0,33.0,25.0,0.0,15.0,42.0,2.0,62.0,0.0,165.0,194.0
