,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,12.686531,0.35719624,5.0683,7.5508714,1.2529545,4.2116404,0.20046772,10.040805,2.2496588,6.214678,1.0008626,5.1101565
layer_1,0.6675653,2.0489514,3.900906,6.041278,2.1760714,1.7242092,0.9703704,1.0580657,2.1083984,2.2527027,1.8050667,1.0407268
layer_2,1.153729,5.2561,1.8799658,3.913759,0.64156896,1.8869697,1.2729768,1.5178257,3.443188,6.2949324,2.4547658,2.5317159
layer_3,1.6916312,3.4041388,2.6440089,0.5942398,3.3594832,5.996281,9.967771,1.686403,1.271484,8.363245,6.6280594,10.344792
layer_4,1.6218884,18.062233,9.376515,5.461492,9.867492,4.151851,0.61526334,2.0257118,9.058028,13.325355,6.189905,3.8327618
layer_5,16.624424,3.7580192,10.970046,15.900008,11.79789,6.5827875,8.623893,27.858192,17.001501,8.395623,2.8999379,4.844934
layer_6,10.696742,24.959631,7.561005,14.275161,5.521732,8.40207,14.117478,6.500199,18.143831,0.9031983,28.665611,7.007605
layer_7,4.326815,13.940375,8.586497,16.026543,10.881797,6.8877068,9.982406,15.041892,18.498472,10.865111,11.597701,24.008377
layer_8,23.065912,14.110492,16.644005,25.456318,0.787111,2.794039,20.146074,24.691755,20.522842,4.644039,11.168674,14.238901
layer_9,10.28453,14.043325,14.028819,19.651411,10.842441,8.672809,16.449131,9.3567705,21.797564,2.098569,5.749772,19.682947
layer_10,8.903539,4.1848307,5.004147,10.822512,13.322628,26.558641,11.802958,22.015608,12.034266,12.270123,8.504895,3.2564743
layer_11,7.6864486,8.615465,5.9407926,7.3841352,26.167715,24.24872,8.125827,14.325561,10.871421,15.668403,20.502977,13.376437
