,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,705,514,488,937,935,244,747,1197,705,773,640,538
layer_1,988,1300,1058,162,403,405,271,503,178,165,1164,549
layer_2,595,182,1016,798,544,1202,488,769,1097,1132,1024,161
layer_3,161,270,912,318,161,162,678,905,888,184,161,339
layer_4,191,337,161,391,161,172,222,474,170,167,161,1003
layer_5,182,163,256,175,211,168,223,163,182,161,184,161
layer_6,290,170,161,167,334,163,161,216,362,166,162,166
layer_7,651,161,161,162,165,165,161,166,198,161,166,166
layer_8,161,163,163,166,161,161,271,225,163,161,161,162
layer_9,161,161,161,211,161,161,161,162,379,161,165,162
layer_10,162,162,161,171,170,184,161,163,163,270,163,169
layer_11,227,161,161,167,161,204,162,165,975,165,167,174
