,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,211,175,238,131,207,139,345,146,98,235,99,28,174,214,330,138
layer_1,622,193,101,176,365,132,30,249,470,58,208,436,357,68,97,397
layer_2,121,94,33,569,38,183,49,498,122,122,57,259,669,577,51,158
layer_3,65,80,65,66,74,431,65,65,65,65,65,66,66,65,64,66
layer_4,65,65,65,65,65,110,65,725,71,65,65,66,65,65,134,67
layer_5,384,65,63,65,65,246,79,65,73,66,65,61,65,65,65,108
layer_6,66,238,65,65,68,65,65,65,66,65,65,65,55,65,65,65
layer_7,65,228,65,65,65,65,65,65,65,65,65,282,65,61,65,65
layer_8,65,65,44,67,66,65,74,65,65,70,65,66,72,65,70,65
layer_9,65,65,65,64,51,65,65,65,65,130,66,65,65,74,65,65
layer_10,65,65,66,69,76,65,65,65,65,66,69,150,65,65,65,68
layer_11,65,67,69,69,92,94,55,66,68,65,30,669,70,66,145,65
layer_12,65,65,67,65,65,66,65,65,65,65,65,64,236,64,91,65
layer_13,108,65,65,65,65,31,65,65,62,65,70,65,99,65,72,65
layer_14,65,50,65,65,67,64,65,65,64,366,65,65,72,65,65,66
layer_15,65,82,65,56,65,65,66,65,66,65,65,70,71,383,69,65
layer_16,64,65,66,65,65,67,65,65,65,65,68,65,65,65,66,65
layer_17,62,65,88,65,65,65,69,65,65,65,65,77,66,65,62,65
layer_18,65,72,65,65,65,65,67,64,64,157,65,139,65,65,65,65
layer_19,64,65,75,65,71,65,65,65,65,65,65,65,70,65,67,65
layer_20,65,65,65,113,65,65,64,65,65,68,63,74,65,65,437,65
layer_21,65,65,65,65,65,72,65,65,65,65,65,65,69,65,65,64
layer_22,65,64,64,65,65,65,65,65,64,65,65,65,65,65,65,65
layer_23,65,66,65,65,64,74,65,65,66,65,65,65,64,65,66,65
layer_24,65,65,73,65,65,65,65,87,88,64,66,65,72,107,64,65
layer_25,65,69,65,66,77,65,117,65,75,65,65,65,65,66,65,65
layer_26,66,68,65,65,65,65,65,65,65,66,67,65,65,65,65,66
layer_27,76,65,53,130,65,71,65,60,65,65,65,65,65,65,65,65
