,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,33,0,0,0,0,35,15,28,0,37,2,1
layer_1,5,23,0,9,0,0,10,3,0,9,6,0
layer_2,3,0,8,0,0,0,0,4,0,82,7,12
layer_3,0,4,0,0,0,0,0,0,9,0,0,14
layer_4,0,29,0,0,0,0,60,0,0,0,0,0
layer_5,0,0,0,0,121,5,0,20,0,0,0,0
layer_6,0,1,0,11,0,0,0,0,0,4,0,29
layer_7,25,0,0,57,38,1,0,0,16,0,0,21
layer_8,5,6,3,33,5,8,3,31,5,0,0,0
layer_9,0,1,0,18,0,0,0,0,0,1,0,0
layer_10,11,12,15,1,0,7,3,2,2,6,0,51
layer_11,28,9,7,0,0,6,16,15,11,2,2,14
