,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,11,0,25,3,0,8,51,0,0,6,0,8
layer_1,0,0,0,0,0,0,1,4,0,2,1,0
layer_2,0,0,4,0,2,0,0,0,0,0,0,0
layer_3,2,0,0,20,0,12,0,0,10,0,0,11
layer_4,0,0,0,33,16,14,0,0,38,0,56,5
layer_5,1,0,1,0,0,2,0,0,0,0,0,6
layer_6,1,0,45,4,0,1,2,0,1,32,0,15
layer_7,0,0,0,19,23,0,0,0,0,0,0,0
layer_8,2,0,22,0,5,13,0,0,3,0,26,6
layer_9,0,3,0,0,0,0,0,0,26,0,0,0
layer_10,2,2,4,3,2,2,2,2,28,2,0,2
layer_11,38,0,10,1,1,4,12,9,82,3,28,12
