,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,140,104,193,124,215,268,153,132,211,1,15,239
layer_1,325,192,0,267,0,191,215,453,179,251,111,187
layer_2,178,488,900,27,5,1230,134,0,193,336,263,2
layer_3,303,51,138,87,353,348,200,317,29,11,11,176
layer_4,148,172,109,124,197,56,189,84,511,122,626,139
layer_5,167,171,266,49,182,246,319,118,73,96,66,156
layer_6,44,79,73,176,221,33,174,176,116,44,213,100
layer_7,184,141,172,321,121,170,197,149,157,192,180,125
layer_8,202,134,196,208,126,151,139,179,158,253,211,182
layer_9,125,131,148,211,140,196,179,162,107,141,189,180
layer_10,79,149,163,175,114,123,160,218,188,144,146,148
layer_11,178,152,197,161,217,188,184,216,152,183,170,130
