,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,23,75,120,298,112,127,122,78,88,0,20,138
layer_1,159,83,0,307,0,126,69,466,82,94,37,84
layer_2,83,324,576,19,8,926,105,0,115,125,91,8
layer_3,276,11,78,42,115,214,103,334,10,8,2,48
layer_4,57,20,35,47,191,16,59,58,296,176,164,47
layer_5,55,16,65,12,47,99,99,51,84,35,30,47
layer_6,8,15,9,84,116,5,24,15,98,26,52,7
layer_7,74,91,29,13,18,74,40,19,39,87,39,16
layer_8,69,30,82,27,54,63,78,92,68,23,60,64
layer_9,60,41,99,79,132,77,104,77,43,24,52,85
layer_10,25,146,57,90,77,88,72,51,99,82,90,36
layer_11,88,44,23,61,87,103,73,81,47,63,34,51
