,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,386.0,25.0,360.0,87.0,306.0,402.0,329.0,42.0,335.0,411.0,253.0,323.0
layer_1,0.0,0.0,1.0,0.0,0.0,186.0,0.0,1.0,32.0,2.0,0.0,306.0
layer_2,51.0,0.0,43.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,12.0
layer_3,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,163.0,6.0,0.0
layer_4,10.0,1.0,117.0,30.0,2.0,0.0,0.0,0.0,0.0,5.0,142.0,1.0
layer_5,21.0,5.0,326.0,13.0,13.0,0.0,0.0,22.0,2.0,3.0,26.0,59.0
layer_6,90.0,24.0,0.0,99.0,0.0,78.0,151.0,2.0,29.0,0.0,0.0,0.0
layer_7,115.0,0.0,41.0,0.0,31.0,1.0,0.0,1.0,1.0,30.0,19.0,0.0
layer_8,3.0,2.0,76.0,2.0,1.0,0.0,0.0,6.0,42.0,4.0,14.0,25.0
layer_9,0.0,2.0,0.0,3.0,0.0,133.0,3.0,1.0,2.0,0.0,20.0,7.0
layer_10,0.0,0.0,5.0,0.0,54.0,41.0,12.0,137.0,49.0,1.0,0.0,3.0
layer_11,81.0,0.0,0.0,10.0,91.0,0.0,6.0,15.0,3.0,0.0,180.0,0.0
