,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,751.0,305.0,101.0,86.0,971.0,3.0,33.0,483.0,93.0,76.0,132.0,326.0
layer_1,73.0,121.0,10.0,118.0,233.0,17.0,35.0,115.0,15.0,178.0,0.0,3.0
layer_2,12.0,1.0,5.0,0.0,21.0,3.0,45.0,2.0,0.0,190.0,12.0,186.0
layer_3,4.0,2.0,349.0,1.0,12.0,1.0,79.0,49.0,4.0,2.0,9.0,169.0
layer_4,10.0,1656.0,1.0,30.0,0.0,12.0,13.0,0.0,45.0,11.0,5.0,0.0
layer_5,138.0,3.0,7.0,158.0,26.0,201.0,20.0,311.0,152.0,65.0,14.0,1.0
layer_6,116.0,209.0,31.0,125.0,0.0,2.0,48.0,19.0,118.0,3.0,462.0,103.0
layer_7,3.0,49.0,206.0,415.0,12.0,2.0,31.0,17.0,195.0,1.0,254.0,383.0
layer_8,223.0,27.0,454.0,876.0,4.0,14.0,587.0,2044.0,613.0,26.0,4.0,410.0
layer_9,7.0,157.0,90.0,240.0,165.0,688.0,432.0,104.0,349.0,53.0,1.0,345.0
layer_10,418.0,0.0,5.0,168.0,315.0,823.0,321.0,633.0,44.0,212.0,310.0,4.0
layer_11,719.0,82.0,0.0,1120.0,1358.0,964.0,13.0,24.0,56.0,804.0,384.0,214.0
