,0,1,2,3,4,5,6,7,8,9,10,11
0,0.09150327,0.3398693,0.0,0.22875817,0.078431375,0.19607843,0.019607844,0.3267974,0.27450982,0.11764706,0.14379086,0.09803922
1,0.09150327,0.006535948,0.11764706,0.052287582,0.006535948,0.18954249,0.16993465,0.08496732,0.11764706,0.11764706,0.7647059,0.09150327
2,0.0,0.15686275,0.12418301,0.104575165,0.1764706,0.078431375,0.03267974,0.1503268,0.11111111,0.0,0.23529412,0.20261438
3,0.078431375,0.1633987,0.13725491,0.078431375,0.15686275,0.0,0.19607843,0.013071896,0.24183007,0.09803922,0.32026145,0.3006536
4,0.24836601,0.13725491,0.11111111,0.06535948,0.13071896,0.18300654,0.20261438,0.13071896,0.11764706,0.16993465,0.26143792,0.045751635
5,0.104575165,0.09803922,0.09803922,0.21568628,0.13725491,0.11111111,0.24183007,0.22222222,0.11111111,0.06535948,0.14379086,0.12418301
6,0.09803922,0.11764706,0.09803922,0.15686275,0.15686275,0.15686275,0.08496732,0.16993465,0.11111111,0.33333334,0.25490198,0.1503268
7,0.14379086,0.1503268,0.052287582,0.09803922,0.22875817,0.09150327,0.078431375,0.18954249,0.13071896,0.27450982,0.20261438,0.045751635
8,0.104575165,0.11764706,0.09150327,0.15686275,0.12418301,0.16993465,0.24183007,0.25490198,0.11764706,0.13725491,0.20915033,0.19607843
9,0.14379086,0.05882353,0.11111111,0.1503268,0.11764706,0.15686275,0.12418301,0.15686275,0.13071896,0.104575165,0.13725491,0.08496732
10,0.11111111,0.05882353,0.20261438,0.12418301,0.09803922,0.08496732,0.11111111,0.07189543,0.104575165,0.026143791,0.045751635,0.14379086
11,0.16993465,0.13725491,0.12418301,0.05882353,0.20261438,0.12418301,0.1633987,0.14379086,0.052287582,0.13725491,0.104575165,0.1503268
