,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,68,337,637,49,396,345,484,548,303,7,61,325
layer_1,282,48,3,804,0,195,48,438,85,48,243,37
layer_2,176,1215,21,790,66,280,63,7,48,52,54,1087
layer_3,306,10,228,1160,591,912,480,309,109,17,290,74
layer_4,435,16,374,609,988,50,170,209,276,169,164,158
layer_5,197,84,795,33,199,267,243,1012,989,174,17,633
layer_6,497,546,103,1133,235,516,642,175,673,103,249,985
layer_7,384,106,394,272,35,694,161,363,209,134,1120,600
layer_8,360,299,201,472,971,243,1060,213,236,354,191,749
layer_9,720,234,873,62,561,290,351,259,725,658,213,81
layer_10,482,404,523,294,277,596,346,243,223,238,392,566
layer_11,445,55,275,105,346,275,236,210,42,388,73,102
