,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,78,378,488,101,305,281,240,503,327,1,147,267
layer_1,383,109,6,579,3,398,103,706,183,96,334,119
layer_2,273,788,18,414,105,1091,115,3,100,98,99,658
layer_3,954,6,262,712,681,681,577,840,276,94,231,145
layer_4,493,112,423,446,648,121,443,558,780,538,1013,244
layer_5,617,425,720,41,766,638,1102,648,582,383,46,482
layer_6,409,361,241,706,765,357,522,479,415,82,1116,599
layer_7,414,254,653,912,158,699,723,396,475,292,589,324
layer_8,460,527,447,812,524,427,570,305,240,649,167,504
layer_9,336,264,548,156,513,417,376,689,464,456,564,170
layer_10,327,471,291,473,376,399,305,247,368,569,369,314
layer_11,554,213,513,182,469,524,420,399,194,528,192,216
