,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,2,17,3,7,5,3,3,3,6,5,2,1,10,4,9,2,5,5,2,8,8,3,1,17,1,2,1,12,7,3,7,17,1,7,3,6,6,3,11,10,2,5,15,1,4,3,4,4,3,5,2,6,4,6,3,17,2,6,7,3,3,1,6,3,12,3,4,8,2,9,4
layer_1,6,1,3,3,2,12,6,2,20,13,5,1,3,6,7,2,3,3,8,1,3,7,9,5,2,9,6,7,4,14,5,8,5,3,17,1,5,4,5,4,4,5,1,8,5,1,2,3,6,2,9,3,3,8,1,5,7,4,1,9,2,7,1,1,4,4,5,3,16,3,7
layer_2,2,7,3,4,17,3,2,6,3,1,6,6,8,7,21,3,18,4,3,5,10,5,2,15,4,24,6,5,3,1,1,3,3,3,3,6,7,3,5,7,17,3,4,3,9,6,5,2,5,2,8,11,7,1,5,1,2,2,1,7,4,8,3,7,1,5,4,1,8,5,2
layer_3,3,2,1,5,5,6,3,3,1,7,1,10,7,3,7,2,4,2,2,3,2,6,3,5,2,4,6,5,2,3,5,3,3,6,2,4,5,4,17,3,5,3,6,5,3,1,3,2,3,5,1,5,8,5,1,4,10,3,1,3,4,1,4,4,2,3,1,4,9,11,2
layer_4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
layer_5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
layer_6,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
layer_7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,5,1,1,1,1,1,1
layer_8,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,7,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1
layer_9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
layer_10,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2
layer_11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1
