,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,12.0,36.0,45.0,83.0,116.0,163.0,379.0,165.0,262.0,167.0,105.0,356.0,123.0,156.0,110.0,107.0
layer_1,82.0,52.0,49.0,44.0,25.0,36.0,26.0,209.0,42.0,51.0,83.0,56.0,57.0,120.0,51.0,54.0
layer_2,56.0,90.0,45.0,34.0,34.0,16.0,16.0,317.0,69.0,18.0,52.0,75.0,129.0,34.0,15.0,50.0
layer_3,43.0,51.0,205.0,18.0,66.0,168.0,20.0,154.0,77.0,10.0,36.0,12.0,37.0,91.0,32.0,15.0
layer_4,38.0,330.0,354.0,119.0,116.0,209.0,449.0,115.0,80.0,28.0,135.0,22.0,36.0,26.0,54.0,104.0
layer_5,68.0,358.0,337.0,106.0,99.0,102.0,100.0,85.0,169.0,108.0,84.0,80.0,76.0,82.0,77.0,101.0
layer_6,56.0,101.0,190.0,208.0,113.0,91.0,286.0,176.0,94.0,80.0,76.0,81.0,76.0,77.0,78.0,75.0
layer_7,38.0,245.0,233.0,187.0,256.0,93.0,216.0,192.0,108.0,105.0,105.0,81.0,96.0,76.0,76.0,84.0
layer_8,38.0,417.0,190.0,285.0,96.0,113.0,80.0,120.0,199.0,78.0,74.0,76.0,76.0,76.0,76.0,76.0
layer_9,55.0,95.0,170.0,99.0,112.0,83.0,130.0,87.0,79.0,76.0,76.0,77.0,75.0,77.0,76.0,77.0
layer_10,221.0,126.0,88.0,182.0,198.0,152.0,182.0,78.0,76.0,79.0,76.0,80.0,76.0,76.0,76.0,76.0
layer_11,80.0,141.0,93.0,145.0,86.0,134.0,77.0,91.0,79.0,76.0,82.0,76.0,76.0,77.0,76.0,76.0
layer_12,151.0,122.0,111.0,185.0,92.0,98.0,103.0,142.0,76.0,88.0,76.0,76.0,77.0,76.0,76.0,76.0
layer_13,78.0,84.0,154.0,142.0,79.0,102.0,76.0,89.0,120.0,83.0,81.0,78.0,76.0,76.0,76.0,76.0
layer_14,274.0,76.0,93.0,107.0,82.0,133.0,89.0,77.0,81.0,88.0,76.0,76.0,89.0,76.0,76.0,79.0
layer_15,150.0,72.0,90.0,96.0,74.0,76.0,171.0,77.0,79.0,78.0,93.0,76.0,77.0,79.0,76.0,76.0
layer_16,55.0,93.0,77.0,108.0,82.0,86.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0
layer_17,218.0,203.0,121.0,138.0,85.0,92.0,130.0,158.0,77.0,78.0,77.0,72.0,77.0,76.0,76.0,76.0
layer_18,133.0,157.0,192.0,122.0,80.0,82.0,77.0,79.0,76.0,79.0,76.0,70.0,76.0,76.0,89.0,76.0
layer_19,282.0,297.0,168.0,116.0,76.0,84.0,173.0,75.0,73.0,79.0,73.0,78.0,76.0,76.0,77.0,85.0
layer_20,243.0,448.0,92.0,76.0,89.0,96.0,72.0,141.0,91.0,76.0,59.0,76.0,73.0,73.0,76.0,76.0
layer_21,410.0,50.0,219.0,317.0,77.0,187.0,196.0,77.0,110.0,79.0,75.0,76.0,76.0,76.0,244.0,100.0
layer_22,372.0,379.0,511.0,185.0,283.0,234.0,187.0,237.0,77.0,93.0,82.0,77.0,60.0,78.0,81.0,129.0
layer_23,487.0,616.0,87.0,511.0,253.0,461.0,209.0,344.0,303.0,375.0,92.0,82.0,85.0,71.0,81.0,107.0
