,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,23,51,41,53,31,19,23,17,36,28,19,49,30,37,33,22,16,12,26,19,16,10,11,18,15,15,23,12,8,22,9,30
layer_1,81,3,68,70,54,12,6,24,74,3,37,27,24,69,16,13,49,25,27,52,73,61,40,57,37,0,13,60,26,7,18,33
layer_2,6,7,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5
layer_3,5,5,5,5,5,5,5,11,5,5,5,5,83,5,6,21,5,5,6,5,6,16,6,7,5,18,4,7,7,5,10,6
layer_4,5,5,5,5,43,57,9,6,5,5,5,5,5,5,5,5,8,7,8,7,5,5,5,5,5,5,5,5,10,5,8,5
layer_5,4,35,5,5,5,9,5,32,7,5,5,5,7,54,6,10,4,5,5,5,23,8,10,4,6,5,5,5,5,5,5,11
layer_6,5,7,5,5,5,6,4,3,34,5,5,5,11,5,10,6,5,5,5,5,5,8,5,9,5,5,5,5,5,6,5,25
layer_7,15,46,5,7,5,5,6,10,6,6,10,11,5,5,12,5,5,5,5,5,6,5,5,5,36,7,12,4,5,5,5,5
layer_8,5,5,6,4,5,5,9,5,15,5,4,5,9,31,5,5,5,5,5,5,6,25,5,13,5,6,5,10,28,10,5,6
layer_9,6,7,5,5,5,6,5,6,5,5,6,5,19,5,5,5,5,12,5,5,5,5,5,5,6,5,5,5,5,5,4,36
layer_10,5,10,15,6,4,2,5,4,5,5,5,5,6,42,2,25,10,5,5,24,5,5,6,5,5,6,5,5,6,11,5,36
layer_11,5,5,5,5,5,5,5,4,5,5,5,29,5,5,5,5,5,78,5,5,6,6,5,5,14,5,5,21,11,21,5,5
layer_12,15,0,33,7,5,5,5,5,5,5,5,5,5,17,5,5,5,6,5,24,5,6,5,5,6,24,10,5,5,5,5,5
layer_13,31,18,17,5,32,5,7,6,8,5,5,20,21,35,11,4,12,12,8,13,8,12,11,5,7,7,12,9,5,5,51,47
layer_14,7,6,5,5,5,19,5,5,10,12,15,7,5,22,0,6,13,5,5,5,11,23,5,9,5,5,8,6,5,8,5,5
layer_15,19,11,5,4,6,5,9,7,12,11,10,6,5,6,15,30,5,5,4,22,5,6,5,5,5,5,5,5,6,22,8,28
layer_16,20,7,1,7,5,11,27,16,5,8,25,13,5,5,5,5,5,6,11,5,5,26,5,7,14,6,12,11,5,5,12,20
layer_17,5,5,11,9,4,7,5,7,4,6,41,18,4,7,11,5,17,13,19,20,10,14,77,8,6,5,5,7,9,6,5,5
layer_18,5,5,4,5,15,12,4,31,17,1,42,10,6,5,5,15,42,9,5,6,5,5,5,5,9,23,5,5,5,5,4,7
layer_19,5,54,4,5,8,10,8,8,5,7,5,6,8,12,15,24,5,5,5,5,6,22,21,5,12,5,5,4,6,7,31,15
layer_20,5,10,28,26,5,5,5,6,8,5,6,4,6,3,5,7,12,5,9,5,6,11,4,5,8,6,20,7,6,5,5,4
layer_21,4,4,4,5,5,5,9,5,8,5,4,5,6,5,7,6,6,6,5,4,29,5,5,14,5,7,8,6,5,6,19,16
layer_22,4,5,5,4,5,5,5,5,5,5,5,5,5,5,8,13,5,5,5,5,15,5,4,20,5,5,4,5,10,6,5,7
layer_23,5,4,10,5,9,4,7,5,5,4,6,5,5,4,4,4,3,4,3,5,4,6,12,2,24,7,4,5,4,5,5,6
layer_24,5,24,17,9,6,5,5,4,34,6,5,5,8,5,9,3,5,5,6,5,5,5,4,6,4,4,3,5,5,5,5,5
layer_25,6,5,4,6,5,5,6,5,8,14,8,6,6,5,5,8,5,5,4,4,5,4,4,5,4,5,5,4,9,5,4,5
layer_26,4,6,4,5,5,5,5,5,6,5,4,4,4,5,5,5,4,4,4,4,5,18,6,25,5,14,5,6,4,7,7,5
layer_27,4,9,4,6,4,4,9,4,4,6,6,5,5,32,4,6,5,14,14,14,4,6,5,15,5,7,6,5,16,5,4,4
layer_28,5,4,7,4,10,4,30,6,6,5,3,5,10,13,4,10,4,4,4,4,8,8,4,4,4,4,4,5,5,6,9,5
layer_29,4,4,12,6,23,5,8,7,9,5,4,6,15,5,4,4,12,10,5,6,4,5,5,4,4,4,4,7,24,11,5,13
layer_30,4,4,3,4,4,5,4,7,4,3,3,3,25,9,4,4,25,5,24,4,5,8,5,8,4,4,4,4,5,14,4,6
layer_31,24,16,35,15,3,4,5,6,0,1,7,4,4,10,5,4,4,3,3,4,3,4,10,4,18,21,5,22,3,4,5,3
