,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,165.0,159.0,102.0,390.0,386.0,91.0,176.0,399.0,182.0,148.0,127.0,120.0
layer_1,443.0,361.0,316.0,68.0,151.0,103.0,76.0,134.0,74.0,69.0,332.0,97.0
layer_2,305.0,69.0,445.0,436.0,130.0,406.0,86.0,300.0,405.0,467.0,354.0,68.0
layer_3,69.0,70.0,426.0,123.0,68.0,68.0,428.0,460.0,313.0,70.0,68.0,108.0
layer_4,73.0,68.0,68.0,189.0,68.0,72.0,80.0,315.0,95.0,68.0,68.0,445.0
layer_5,68.0,69.0,70.0,69.0,70.0,69.0,74.0,68.0,68.0,68.0,68.0,68.0
layer_6,82.0,68.0,68.0,68.0,135.0,68.0,68.0,68.0,109.0,69.0,70.0,68.0
layer_7,149.0,68.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,68.0
layer_8,68.0,68.0,68.0,68.0,68.0,68.0,136.0,68.0,68.0,68.0,68.0,69.0
layer_9,68.0,68.0,68.0,71.0,68.0,68.0,69.0,68.0,146.0,68.0,68.0,68.0
layer_10,72.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,68.0,70.0,70.0,68.0
layer_11,75.0,68.0,68.0,68.0,68.0,73.0,69.0,68.0,262.0,68.0,68.0,68.0
