,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,81.0,26.0,118.0,153.0,87.0,31.0,51.0,74.0,258.0,58.0,187.0,197.0
layer_1,16.0,26.0,25.0,12.0,61.0,107.0,0.0,16.0,0.0,1.0,15.0,14.0
layer_2,107.0,59.0,3.0,0.0,41.0,0.0,5.0,49.0,4.0,101.0,48.0,22.0
layer_3,12.0,4.0,2.0,226.0,87.0,153.0,3.0,0.0,22.0,42.0,28.0,41.0
layer_4,58.0,16.0,0.0,6.0,35.0,58.0,11.0,58.0,31.0,2.0,7.0,23.0
layer_5,135.0,20.0,1.0,1.0,3.0,5.0,12.0,0.0,0.0,62.0,101.0,0.0
layer_6,0.0,0.0,0.0,8.0,46.0,7.0,7.0,1.0,0.0,81.0,1.0,153.0
layer_7,8.0,2.0,46.0,0.0,140.0,118.0,0.0,1.0,84.0,12.0,230.0,15.0
layer_8,0.0,0.0,7.0,4.0,0.0,0.0,2.0,5.0,2.0,139.0,20.0,4.0
layer_9,4.0,3.0,83.0,4.0,2.0,19.0,1.0,115.0,44.0,20.0,6.0,5.0
layer_10,4.0,0.0,62.0,0.0,1.0,0.0,39.0,0.0,34.0,0.0,73.0,0.0
layer_11,3.0,2.0,4.0,0.0,1.0,11.0,0.0,0.0,37.0,8.0,0.0,0.0
