,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0034345177,0.0045283847,0.0032087085,0.004237498,0.0009597184,0.0012286478,0.0015083224,0.0016631499,0.014238653,0.0070078224,0.016004834,0.004639714,0.0022237033,0.0017284469,0.0014371125,0.0012625866,0.09919844,0.055932116,0.07436481,0.07558513,0.0054151625,0.00022673083,0.010818277,0.0012637012,0.03860925,0.020899976,0.08728838,0.049457848,0.013360565,0.003648406,0.089719236,0.06368676
1,0.008439476,0.00827765,0.022373334,0.00033818913,0.004656902,0.0031208545,0.017932815,0.0511736,0.0029978552,0.019520054,0.0046979184,0.0015855995,0.008540356,0.011987318,0.010067647,0.0044047097,0.0033877778,0.0013831991,0.0017485186,0.0034237856,0.001596965,0.0031271712,0.005810468,0.0062824083,0.0030516086,0.004883178,0.013380846,0.009695107,0.0425848,0.02066521,0.05308943,0.0053655203
2,0.028612915,0.015311474,0.011467165,0.01713502,0.004562419,0.011963803,0.0031725466,0.010081389,0.0056052483,0.0074789324,0.006453477,0.009233706,0.0042096837,0.024254806,0.0029164199,0.008641975,0.0047041792,0.043587524,0.018280916,0.024700645,0.00031217915,0.006877292,0.018510684,0.0011786912,0.007286053,0.0064263316,0.0057084155,0.010888199,0.007562594,0.004272029,0.0054158904,0.008175668
3,0.012010659,0.0023243565,0.00556416,0.0095175775,0.004546912,0.027427983,0.017974539,0.006980007,0.009991058,0.0013853553,0.005033039,0.009101882,0.0043444214,0.015225819,0.0034108905,0.0069517354,0.008789251,0.008864997,0.070689246,0.021678025,0.026101863,0.023654029,0.019443601,0.0077277473,0.019731067,0.018313207,0.044107076,0.011719324,0.010134696,0.0040207785,0.013992083,0.022892684
4,0.006259964,0.046850685,0.018565148,0.015016931,0.012481836,0.008986078,0.035455383,0.024770724,0.009788483,0.0128624765,0.027069028,0.009880336,0.008096344,0.0070972852,0.033728234,0.021001648,0.011687802,0.08240627,0.010536145,0.017897299,0.02610215,0.005006111,0.014369461,0.0025127912,0.044667445,0.01659857,0.003913271,0.012036675,0.020096866,0.03808751,0.016049696,0.030389272
5,0.008970315,0.01899429,0.007568024,0.017977685,0.02994696,0.017226294,0.18936116,0.039465226,0.008052591,0.01590938,0.0036545095,0.018765552,0.013783916,0.023936154,0.050807502,0.018486023,0.01969702,0.046216693,0.014042824,0.015660163,0.044907417,0.010798642,0.014587618,0.01519316,0.042902328,0.07120232,0.04534388,0.0454058,0.029713554,0.048710074,0.0061949794,0.03730657
6,0.005839636,0.009875972,0.01635158,0.039080936,0.008384269,0.019334426,0.019787788,0.018986491,0.01693259,0.028759535,0.0769766,0.042458523,0.012096756,0.013874317,0.02036492,0.012208897,0.005669632,0.00507582,0.008913824,0.024094112,0.022453617,0.062291704,0.01847952,0.05525061,0.020724248,0.0094916085,0.035785597,0.024087021,0.0148077225,0.050488155,0.015329926,0.03561053
7,0.034630805,0.018759498,0.009975449,0.05363653,0.045402743,0.07246251,0.032125827,0.035608813,0.0392425,0.035305463,0.0221172,0.04141759,0.019568095,0.06333714,0.048137076,0.0336239,7.626279e-05,0.0215376,0.011969612,0.04919707,0.012636227,0.02538062,0.0052023097,0.023372333,0.020270953,0.016675562,0.022605697,0.041394304,0.018075354,0.021655215,0.0337103,0.05200061
8,0.097583875,0.31486407,0.043756627,0.0907338,0.047479764,0.06537323,0.028460734,0.045574415,0.025317153,0.028632225,0.04193209,0.022511922,0.05553117,0.025124576,0.026666233,0.03937503,0.031494167,0.025379349,0.02705889,0.023964768,0.04388043,0.039377145,0.020552842,0.032533,0.008092651,0.012943528,0.016271062,0.015280027,0.01595916,0.0039713606,0.04083457,0.018560018
9,0.010945591,0.005978744,0.017027523,0.02488212,0.047859948,0.046888188,0.035951298,0.021549461,0.035819393,0.048112884,0.016246863,0.044218052,0.02994801,0.051001236,0.052409917,0.037283674,0.03236616,0.032214113,0.030348761,0.033856478,0.0127404155,0.04780978,0.055165593,0.06236646,0.03571229,0.026038775,0.009147122,0.02122006,0.021796811,0.03737513,0.12059177,0.05407635
10,0.0284105,0.04343698,0.029912047,0.025059931,0.028653769,0.019926704,0.049914397,0.05356068,0.11371999,0.09820039,0.03862726,0.018880641,0.096126124,0.027924629,0.08334986,0.035487067,0.041689128,0.032704327,0.017891068,0.05018066,0.047459476,0.0655974,0.06354262,0.086532645,0.10294257,0.079492725,0.033120207,0.05364815,0.046292014,0.03411196,0.1536267,0.032140337
11,0.057172548,0.0031612904,0.04408177,0.022256041,0.047976166,0.035698537,0.027949806,0.049207255,0.0042642667,0.0344581,0.03296899,0.028210497,0.0239308,0.10049872,0.006936816,0.029012945,0.049349032,0.015451023,0.036416736,0.05808615,0.035091236,0.06121031,0.07087968,0.04958233,0.06304485,0.05618416,0.0934316,0.014581374,0.033215538,0.041113894,0.04722592,0.054617662
