,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,138,2,168,2,32,9,22,263,158,6,132,1
layer_1,4,27,8,0,151,42,4,0,5,21,50,38
layer_2,0,0,315,5,0,3,0,93,0,3,0,3
layer_3,304,0,28,115,4,0,0,0,6,60,0,1
layer_4,6,245,1,333,75,5,6,74,19,4,43,42
layer_5,0,0,0,0,1,0,0,0,2,1,150,66
layer_6,7,210,3,88,1,0,1,0,6,231,96,1
layer_7,11,70,10,33,50,6,2,1,0,0,0,2
layer_8,0,6,3,0,166,28,1,4,88,2,418,156
layer_9,0,83,2,2,18,10,67,0,31,0,0,92
layer_10,57,39,248,13,78,17,1,0,2,207,50,168
layer_11,47,188,91,30,9,10,53,23,27,6,119,379
