,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,666.0,17.0,1308.0,304.0,120.0,16.0,94.0,968.0,133.0,12.0,249.0,83.0
layer_1,35.0,484.0,1712.0,6.0,140.0,393.0,182.0,54.0,191.0,1115.0,622.0,15.0
layer_2,1.0,0.0,1726.0,3.0,180.0,153.0,0.0,1.0,19.0,952.0,0.0,0.0
layer_3,949.0,0.0,4.0,57.0,42.0,1.0,7.0,109.0,6.0,178.0,4.0,0.0
layer_4,980.0,446.0,111.0,647.0,212.0,108.0,592.0,200.0,245.0,936.0,221.0,249.0
layer_5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,528.0,41.0
layer_6,3.0,230.0,143.0,815.0,88.0,2.0,2.0,0.0,20.0,574.0,17.0,17.0
layer_7,314.0,91.0,3.0,479.0,187.0,313.0,3.0,4.0,0.0,1.0,1.0,1.0
layer_8,0.0,182.0,8.0,0.0,945.0,81.0,16.0,253.0,922.0,25.0,1120.0,1028.0
layer_9,0.0,837.0,3.0,3.0,77.0,778.0,38.0,551.0,821.0,6.0,0.0,446.0
layer_10,404.0,62.0,915.0,506.0,208.0,184.0,83.0,7.0,677.0,710.0,33.0,902.0
layer_11,623.0,203.0,821.0,325.0,1736.0,493.0,635.0,37.0,1415.0,34.0,1242.0,1799.0
