,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,1936.0,1615.0,1841.0,1484.0,540.0,888.0,328.0,196.0,65.0,514.0,571.0,345.0,732.0,589.0,24.0,317.0
layer_1,907.0,1391.0,1953.0,1883.0,1771.0,1186.0,1342.0,247.0,878.0,533.0,388.0,491.0,453.0,378.0,537.0,474.0
layer_2,633.0,1116.0,1742.0,1408.0,1208.0,1088.0,1223.0,267.0,743.0,430.0,684.0,372.0,719.0,518.0,577.0,581.0
layer_3,1578.0,439.0,1343.0,2070.0,1090.0,307.0,1073.0,409.0,549.0,767.0,506.0,521.0,567.0,272.0,523.0,490.0
layer_4,2097.0,772.0,82.0,1165.0,971.0,938.0,287.0,236.0,396.0,885.0,396.0,553.0,587.0,616.0,457.0,390.0
layer_5,1871.0,248.0,1109.0,500.0,339.0,238.0,247.0,231.0,240.0,212.0,212.0,207.0,207.0,207.0,207.0,212.0
layer_6,1746.0,1699.0,856.0,521.0,339.0,122.0,320.0,217.0,208.0,207.0,207.0,211.0,208.0,209.0,207.0,208.0
layer_7,2101.0,1108.0,328.0,778.0,145.0,1188.0,469.0,218.0,312.0,215.0,209.0,207.0,207.0,207.0,207.0,200.0
layer_8,2152.0,47.0,1245.0,719.0,408.0,296.0,207.0,232.0,240.0,214.0,216.0,207.0,207.0,207.0,208.0,208.0
layer_9,2057.0,1495.0,85.0,562.0,384.0,407.0,254.0,215.0,211.0,207.0,207.0,206.0,210.0,207.0,207.0,207.0
layer_10,1476.0,1499.0,244.0,687.0,392.0,221.0,264.0,219.0,202.0,211.0,207.0,208.0,207.0,207.0,208.0,207.0
layer_11,928.0,827.0,809.0,617.0,205.0,307.0,211.0,209.0,212.0,207.0,209.0,207.0,207.0,207.0,207.0,207.0
layer_12,1152.0,1362.0,617.0,767.0,321.0,338.0,225.0,228.0,207.0,208.0,206.0,207.0,207.0,207.0,207.0,208.0
layer_13,1305.0,1425.0,376.0,612.0,213.0,223.0,207.0,213.0,223.0,211.0,211.0,207.0,208.0,207.0,207.0,207.0
layer_14,186.0,1443.0,320.0,394.0,327.0,393.0,217.0,207.0,218.0,208.0,207.0,207.0,223.0,208.0,207.0,209.0
layer_15,574.0,1754.0,395.0,574.0,239.0,207.0,498.0,205.0,214.0,207.0,226.0,209.0,207.0,208.0,207.0,208.0
layer_16,1918.0,657.0,210.0,498.0,231.0,460.0,211.0,210.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0
layer_17,188.0,551.0,618.0,262.0,468.0,254.0,382.0,519.0,210.0,207.0,207.0,215.0,208.0,209.0,207.0,207.0
layer_18,658.0,631.0,387.0,397.0,520.0,275.0,270.0,216.0,222.0,211.0,207.0,218.0,207.0,207.0,215.0,208.0
layer_19,187.0,225.0,737.0,266.0,211.0,383.0,566.0,206.0,208.0,197.0,215.0,211.0,263.0,207.0,207.0,215.0
layer_20,53.0,377.0,330.0,205.0,251.0,267.0,215.0,202.0,202.0,207.0,230.0,217.0,223.0,207.0,211.0,207.0
layer_21,13.0,1491.0,243.0,212.0,200.0,72.0,142.0,209.0,240.0,215.0,228.0,211.0,207.0,216.0,492.0,273.0
layer_22,6.0,26.0,54.0,66.0,521.0,163.0,223.0,279.0,208.0,242.0,215.0,217.0,535.0,221.0,209.0,108.0
layer_23,0.0,0.0,554.0,3.0,20.0,8.0,184.0,8.0,10.0,0.0,262.0,211.0,188.0,195.0,215.0,368.0
