,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,26,2,5,0,4,0,23,33,22,44,9,52,6,38,27,0
layer_1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,4,1,0,4,0,1,0,1,1,0,2
layer_3,0,0,0,0,1,11,0,4,0,0,1,5,1,0,5,3
layer_4,17,2,1,0,1,23,0,0,3,1,17,13,0,0,0,0
layer_5,0,0,0,3,6,6,18,1,0,0,0,3,0,2,0,16
layer_6,12,9,0,10,0,7,2,0,11,2,1,17,5,0,0,6
layer_7,0,0,22,20,5,7,0,7,1,1,2,0,80,3,2,1
layer_8,13,0,5,6,0,0,30,15,8,0,4,2,10,3,0,0
layer_9,35,3,3,0,6,0,11,6,0,0,0,3,2,11,1,0
layer_10,0,0,15,6,6,30,0,20,6,1,0,8,4,0,0,3
layer_11,3,6,0,0,5,16,0,3,7,5,1,0,1,9,2,0
layer_12,7,1,15,47,6,11,11,0,0,11,3,3,8,1,0,6
layer_13,5,5,13,2,0,7,11,0,36,32,15,11,0,0,38,0
layer_14,6,8,9,6,19,0,16,5,6,0,7,15,0,0,1,14
layer_15,8,5,2,0,15,26,17,26,13,19,0,10,24,12,28,21
layer_16,11,18,4,37,3,10,3,9,5,29,4,12,0,0,21,0
layer_17,0,4,35,14,0,0,26,0,0,0,4,0,1,3,5,9
layer_18,0,0,7,18,1,8,14,23,5,25,0,15,32,8,12,24
layer_19,3,25,5,23,25,16,6,17,0,4,0,1,1,14,23,5
layer_20,10,40,26,11,2,1,7,8,12,11,2,0,7,11,10,20
layer_21,13,2,10,13,7,9,1,19,8,0,8,8,7,9,12,13
layer_22,4,16,5,33,0,7,14,0,31,43,12,9,15,20,29,29
layer_23,1,6,1,1,3,2,32,22,0,1,5,11,8,6,19,3
layer_24,0,0,8,21,20,25,10,30,0,0,0,6,0,0,7,19
layer_25,0,1,2,18,6,5,2,7,8,16,3,0,0,0,1,5
layer_26,5,0,3,5,3,1,13,1,0,12,4,1,0,20,3,1
layer_27,2,0,4,1,1,0,1,2,0,0,0,0,11,0,0,4
layer_28,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0
layer_29,0,1,0,0,0,0,0,0,0,0,5,2,9,0,0,1
layer_30,0,1,0,1,0,0,5,0,1,1,0,0,1,1,0,3
layer_31,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0
layer_32,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
layer_33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
layer_34,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
layer_35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
layer_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
layer_37,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0
layer_38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
layer_40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
layer_41,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
