,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,193,144,331,129,306,0,32,12,40,220,364,125
layer_1,244,163,4,16,1,123,57,319,10,390,0,22
layer_2,8,2,136,59,24,7,95,1,3,333,21,4
layer_3,22,0,251,2,2,1,101,6,19,53,5,3
layer_4,93,650,8,54,24,11,0,0,279,5,23,2
layer_5,87,0,2,51,64,9,22,335,5,21,22,0
layer_6,4,60,67,135,0,0,48,109,283,0,126,28
layer_7,3,83,243,280,6,7,46,15,16,3,57,110
layer_8,252,18,68,58,0,1,419,256,157,52,6,111
layer_9,12,11,237,172,92,274,51,23,79,240,0,139
layer_10,220,0,1,68,87,232,35,180,11,202,160,0
layer_11,151,215,0,478,579,136,3,2,5,246,209,409
