,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,59.0,92.0,88.0,157.0,92.0,276.0,412.0,163.0,20.0,255.0,117.0,381.0,306.0,275.0,9.0,147.0
layer_1,51.0,147.0,107.0,125.0,55.0,60.0,76.0,321.0,109.0,143.0,294.0,94.0,113.0,151.0,102.0,146.0
layer_2,60.0,190.0,108.0,108.0,124.0,62.0,223.0,508.0,139.0,107.0,107.0,162.0,216.0,107.0,41.0,120.0
layer_3,295.0,98.0,349.0,144.0,156.0,411.0,31.0,235.0,163.0,55.0,63.0,85.0,65.0,212.0,72.0,46.0
layer_4,313.0,634.0,99.0,321.0,363.0,435.0,870.0,296.0,222.0,49.0,344.0,37.0,72.0,70.0,184.0,83.0
layer_5,246.0,257.0,673.0,297.0,293.0,484.0,308.0,254.0,437.0,301.0,277.0,270.0,247.0,279.0,273.0,294.0
layer_6,265.0,197.0,422.0,452.0,270.0,284.0,577.0,323.0,299.0,276.0,266.0,271.0,308.0,177.0,273.0,282.0
layer_7,322.0,649.0,75.0,535.0,52.0,438.0,634.0,430.0,379.0,312.0,311.0,294.0,287.0,272.0,272.0,277.0
layer_8,350.0,10.0,489.0,648.0,299.0,338.0,300.0,287.0,403.0,284.0,240.0,288.0,272.0,273.0,272.0,275.0
layer_9,382.0,457.0,114.0,374.0,438.0,309.0,416.0,282.0,310.0,266.0,272.0,273.0,302.0,310.0,272.0,273.0
layer_10,479.0,571.0,337.0,553.0,535.0,352.0,432.0,297.0,220.0,279.0,279.0,275.0,279.0,273.0,272.0,279.0
layer_11,125.0,398.0,242.0,428.0,241.0,487.0,274.0,276.0,276.0,272.0,275.0,272.0,272.0,273.0,271.0,272.0
layer_12,525.0,476.0,382.0,513.0,328.0,304.0,299.0,352.0,273.0,286.0,276.0,276.0,273.0,272.0,272.0,272.0
layer_13,354.0,353.0,368.0,524.0,275.0,284.0,266.0,285.0,285.0,276.0,307.0,274.0,272.0,272.0,271.0,272.0
layer_14,364.0,397.0,308.0,328.0,289.0,392.0,305.0,279.0,304.0,285.0,271.0,272.0,271.0,273.0,273.0,259.0
layer_15,223.0,351.0,385.0,310.0,257.0,265.0,425.0,263.0,282.0,276.0,312.0,291.0,274.0,242.0,272.0,272.0
layer_16,375.0,208.0,268.0,334.0,293.0,329.0,268.0,272.0,247.0,274.0,275.0,272.0,271.0,274.0,272.0,270.0
layer_17,123.0,331.0,356.0,386.0,288.0,311.0,373.0,359.0,276.0,277.0,276.0,232.0,273.0,265.0,272.0,272.0
layer_18,341.0,209.0,436.0,307.0,306.0,278.0,266.0,300.0,275.0,272.0,274.0,261.0,272.0,273.0,301.0,267.0
layer_19,172.0,355.0,373.0,347.0,278.0,321.0,362.0,277.0,274.0,277.0,263.0,274.0,273.0,272.0,273.0,308.0
layer_20,80.0,411.0,134.0,180.0,241.0,284.0,237.0,345.0,292.0,272.0,228.0,275.0,268.0,274.0,272.0,273.0
layer_21,60.0,82.0,276.0,406.0,276.0,289.0,367.0,274.0,249.0,257.0,260.0,271.0,279.0,271.0,358.0,299.0
layer_22,23.0,121.0,300.0,93.0,274.0,303.0,279.0,182.0,280.0,182.0,249.0,281.0,105.0,275.0,218.0,267.0
layer_23,29.0,71.0,29.0,17.0,63.0,130.0,64.0,52.0,22.0,0.0,209.0,261.0,240.0,240.0,164.0,210.0
