,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,179.69472,35.8323,187.32324,8.310516,47.04908,50.70198,38.7933,53.68338,45.667423,16.452515,51.664974,77.983376,18.046259,19.89072,14.402336,45.12135,22.325375,117.75115,14.458293,30.756517,117.22592,101.24298,45.926006,103.34324,66.06798,107.75514,64.29758,64.65981,5.722707,2.0070899,14.038652,0.36592194
layer_1,63.509556,155.94974,13.455191,43.96328,18.39335,34.193375,10.032347,5.491851,12.518629,8.624677,104.16437,45.07769,70.57738,20.5281,21.54656,23.456009,53.685177,43.70526,19.697489,11.282156,84.59756,6.2177644,3.4137447,0.14198895,30.341614,1.6550575,13.19788,6.300438,31.891052,41.213425,33.31216,14.084865
layer_2,80.3089,8.793772,22.670158,3.785358,81.67883,16.585232,17.865923,112.01029,13.115458,35.500328,17.02825,15.168943,26.227531,12.348677,7.739375,8.181912,20.956123,14.151553,53.45099,35.406322,0.7071798,10.477765,11.647423,9.210293,36.864304,101.56602,1.7192788,11.478097,62.358547,12.124629,69.66592,250.38942
layer_3,28.687416,16.190655,114.39869,42.106815,15.986838,87.35798,62.99536,29.091013,145.35396,24.549088,283.05933,55.09153,25.386307,77.60172,20.42997,76.410736,32.015316,133.59076,49.626392,29.516027,35.14012,46.60245,47.653603,14.034102,83.06599,18.768745,64.15881,15.086074,136.04247,69.30287,48.968594,78.71665
layer_4,19.939962,71.38766,38.432224,14.603122,154.41045,47.391987,55.100315,55.612514,64.65033,107.42675,51.615063,23.622734,120.31121,122.08503,41.77331,39.056534,1.6910613,197.22305,41.18623,6.9065804,17.849903,13.518104,58.497272,77.14531,188.6139,40.342144,47.594234,129.04266,20.143131,8.492514,11.277355,84.31699
layer_5,29.700089,24.68653,196.14015,152.31865,21.591396,3.082189,21.635612,6.310138,4.538353,1.8013921,0.9551314,0.06313782,87.89789,127.78139,75.60753,89.41497,162.08969,55.68719,110.160484,39.802002,153.7077,32.066055,6.5098786,13.216068,45.10402,153.59657,47.945145,38.903774,81.30003,181.16833,67.4695,42.03142
layer_6,167.0508,152.17564,120.975624,305.69357,63.92645,90.090004,39.550564,110.09188,3.1769743,2.0214033,4.43045,0.5322531,41.54193,46.51755,31.982637,96.06809,71.11149,111.73893,71.39152,80.40795,46.37844,132.47806,153.93155,42.807583,107.077,47.13929,62.817883,42.4733,92.55324,80.72624,70.25691,67.15125
layer_7,158.0317,91.13815,66.233795,51.671764,107.05375,2.9879045,11.210635,80.05356,41.076397,6.2491064,51.088306,62.980083,4.1827517,80.52955,79.64525,102.32904,230.60138,182.74434,33.610905,92.65282,48.351433,26.43951,28.169273,37.994797,59.38891,70.88417,55.140396,64.6024,4.9081197,14.4434,24.107088,181.75485
layer_8,49.346992,36.910133,59.55747,32.937065,37.929714,74.47553,94.27645,87.54622,70.68337,169.11372,87.403,234.45448,117.66377,66.09907,75.235565,69.07188,22.03503,1.4985821,2.3174686,0.37803054,11.087398,13.388128,83.92103,30.776613,36.10599,136.38474,163.91365,49.304523,36.325054,140.77333,15.86387,14.902524
layer_9,41.42893,45.630585,53.84068,89.79975,164.09387,149.36998,103.88865,160.83276,5.134898,36.173668,8.698702,132.38553,9.704645,129.05281,126.011795,74.071724,9.010173,2.6784031,10.136809,67.719765,119.660446,10.483295,34.97313,77.76231,13.224414,79.06619,151.8334,28.481201,125.201256,63.335846,216.35306,64.03446
