,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,6.881893,2.7607448,9.674669,3.0302749,3.5994115,2.3983104,4.3917055,11.0114765,5.2225165,3.6224136,5.7711163,1.5723605
layer_1,1.9116982,3.676082,12.35402,1.5579133,4.495951,3.2023547,3.1314986,1.4040046,2.222653,5.1829553,3.1008513,2.1138186
layer_2,1.3251354,1.3362795,21.291391,3.148245,2.2514958,2.263519,1.5388609,5.3501654,1.9967067,5.3124,1.480175,1.9391816
layer_3,9.893357,1.2567148,3.160071,2.1223857,1.8495307,1.3079649,1.890135,1.4950242,1.3893986,5.8664775,2.9606633,3.8707929
layer_4,6.007828,8.186158,1.7929914,25.601381,5.503766,2.6211305,3.1664016,4.4211698,6.9930267,6.503918,2.966403,2.7967792
layer_5,0.17878537,2.6470666,0.41783363,5.6836567,1.4339298,0.2656501,0.8234786,3.3878338,1.3055776,0.6074879,5.370373,2.7198834
layer_6,0.2485862,6.9299397,0.52221555,2.6891491,2.140794,0.20401393,0.41734526,0.75212836,3.354896,12.45224,10.398708,1.9507697
layer_7,1.1851002,5.9597645,2.024044,4.401818,0.87637186,6.4339914,5.360077,0.414916,0.7199095,1.4362007,2.7676597,1.9588965
layer_8,0.21333766,3.0089414,0.47251925,0.7104695,11.216304,2.3650136,5.2014313,1.6747375,8.75443,1.8137702,10.218995,2.2229605
layer_9,1.4166979,7.770174,0.33634543,9.192833,1.8753482,4.5100307,4.3091063,1.3299614,6.5705247,0.9388099,0.21567829,4.536059
layer_10,2.3120732,2.6730444,17.390982,7.0939136,2.0623915,6.9385347,4.1145864,2.0087707,6.4842076,12.747897,7.5584555,7.381256
layer_11,7.113021,6.752739,10.313063,4.5133677,14.035611,2.144578,1.2489102,0.6376354,10.888921,0.58711004,5.994984,22.779915
