,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,217,7,94,62,23,0,3,154,79,50,108,6
layer_1,57,99,7,28,6,8,56,59,0,179,0,1
layer_2,11,1,0,11,0,2,127,3,1,108,10,4
layer_3,0,6,113,0,4,2,7,12,19,5,12,81
layer_4,27,58,1,10,1,0,0,0,22,37,0,0
layer_5,10,0,2,26,151,83,0,950,35,9,3,0
layer_6,1,206,27,318,0,0,221,0,290,0,415,19
layer_7,0,0,151,575,0,16,4,10,129,1,7,435
layer_8,323,32,77,362,0,1,305,283,371,50,2,14
layer_9,0,1,0,402,4,12,136,2,74,33,0,6
layer_10,276,0,1,1,150,507,42,75,0,59,4,0
layer_11,172,181,0,235,673,113,0,52,22,87,458,259
