,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,806,849,621,525,302,335,163,146,60,298,196,238,482,163,11,154
layer_1,285,392,475,589,663,631,785,93,557,281,182,250,227,202,273,259
layer_2,369,247,547,714,926,674,701,106,427,199,423,180,396,269,320,341
layer_3,1132,214,390,527,716,150,598,213,271,453,208,279,302,124,282,311
layer_4,537,236,58,691,399,441,123,93,222,586,200,313,339,356,293,147
layer_5,409,105,549,234,141,98,84,80,78,74,74,74,74,74,74,74
layer_6,731,220,499,247,89,49,120,76,75,74,74,74,75,74,74,75
layer_7,536,354,233,341,39,259,285,79,101,72,71,74,74,74,74,73
layer_8,540,13,443,178,75,80,74,73,93,79,78,74,74,74,75,75
layer_9,539,796,36,202,176,217,112,78,77,74,74,74,77,74,74,74
layer_10,351,305,83,399,195,85,122,84,73,76,74,74,74,74,75,74
layer_11,135,307,237,337,72,113,78,76,76,74,75,74,74,74,74,74
layer_12,538,430,248,398,124,145,90,80,74,75,73,74,74,74,74,75
layer_13,288,507,192,254,75,85,74,74,86,76,77,74,75,74,74,74
layer_14,96,620,148,167,154,212,81,74,79,75,74,74,71,75,74,76
layer_15,212,386,185,171,89,74,263,74,81,74,74,76,74,75,74,75
layer_16,463,153,77,255,90,216,76,75,74,74,74,74,74,74,74,74
layer_17,32,338,298,116,75,88,168,70,75,74,74,74,74,71,74,74
layer_18,173,190,169,143,240,70,122,81,81,77,74,75,74,74,73,74
layer_19,124,69,367,107,75,133,144,73,74,72,74,74,74,74,74,72
layer_20,17,82,125,71,98,93,78,70,73,74,72,78,74,74,74,74
layer_21,5,253,101,58,70,36,66,75,99,71,75,74,74,74,274,51
layer_22,5,12,24,17,108,46,76,95,74,78,76,77,218,74,74,50
layer_23,0,0,335,3,4,3,50,3,5,0,91,70,66,71,76,129
