,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,26,23,22,21,1,14,5,4,10,18,6,2,10,8,3,16
layer_1,6,8,21,21,26,22,20,14,19,14,16,13,14,13,14,14
layer_2,2,8,17,20,15,22,25,7,17,11,14,16,14,12,19,13
layer_3,23,2,22,21,25,16,18,8,13,16,13,7,16,9,12,12
layer_4,21,11,2,16,11,19,12,13,14,15,16,16,11,17,13,6
layer_5,11,13,10,14,17,12,14,12,13,14,14,14,15,14,14,14
layer_6,22,22,1,9,10,8,14,9,13,14,14,14,14,14,14,14
layer_7,21,16,6,18,3,26,11,12,16,14,13,14,14,14,14,14
layer_8,22,3,16,21,9,6,13,11,14,14,14,14,14,14,14,14
layer_9,21,20,5,11,12,16,12,15,14,14,14,14,13,14,14,14
layer_10,14,24,10,17,13,14,10,15,14,14,14,14,14,14,14,14
layer_11,1,17,9,25,14,10,14,13,14,14,15,14,14,14,14,14
layer_12,13,20,14,21,15,18,14,16,14,13,14,14,14,14,14,14
layer_13,14,22,19,16,13,14,13,13,14,14,13,14,14,14,14,14
layer_14,11,14,20,16,12,18,12,14,14,14,14,14,13,14,14,12
layer_15,12,21,12,20,14,14,23,14,14,14,14,14,14,14,14,14
layer_16,19,9,14,15,12,20,14,13,14,14,14,14,14,14,14,14
layer_17,0,12,27,12,13,11,12,8,14,14,14,14,14,14,14,14
layer_18,9,4,13,13,13,13,14,13,14,14,14,14,14,14,14,14
layer_19,0,2,8,14,13,18,20,12,14,13,14,14,14,14,14,14
layer_20,1,7,4,13,11,12,14,15,14,14,13,14,14,14,14,14
layer_21,0,18,9,6,14,10,10,14,11,13,14,14,14,14,6,12
layer_22,0,1,5,4,7,1,11,7,14,15,14,14,8,14,14,5
layer_23,0,0,7,0,2,0,3,0,3,0,14,13,13,13,11,16
