,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,32.64048,33.988052,30.72851,4.6766715,44.42966,44.6906,7.312418,35.005436,1.8226367,49.219486,41.03834,42.277134
layer_1,16.41051,12.480554,11.309087,23.218317,16.635536,6.696047,15.97415,20.49955,31.847073,26.869465,14.605789,31.414944
layer_2,19.67931,21.082428,25.364075,8.549405,8.990897,15.634863,16.183079,6.7523932,15.592239,7.8134313,14.375386,16.177288
layer_3,10.420644,16.857065,9.3185,22.013985,10.387577,12.782515,5.52568,5.5368323,5.6314425,8.768963,8.08005,12.060826
layer_4,13.86152,9.023183,14.478236,22.083033,10.428799,8.038012,17.942492,4.0879416,7.745512,9.075821,10.735153,3.5395339
layer_5,9.181047,11.938733,2.4611506,27.014517,18.475618,7.30734,4.4788165,11.537181,8.753594,2.0986292,6.477077,33.141144
layer_6,4.5921106,22.826666,4.1399636,27.06057,10.389215,13.422542,7.911621,5.4228916,3.1296813,4.207482,11.763241,6.5745487
layer_7,3.0724556,8.65271,17.48169,6.251611,13.26432,6.7829175,7.2935047,8.040562,16.711592,12.117171,13.339351,5.0997753
layer_8,18.91401,18.21308,19.020208,6.0595756,9.473637,3.288831,10.761891,18.402752,20.794348,13.002984,7.7557874,14.466434
layer_9,5.5696526,9.686897,8.418111,6.0953937,9.4505625,11.48622,19.151833,14.618829,6.2088203,2.680228,8.435537,12.223221
layer_10,3.0674286,8.526113,3.960461,5.1315546,12.696867,18.461819,12.33625,20.261984,12.689591,6.8039784,5.0409937,9.6409235
layer_11,3.8847082,6.990967,5.1703057,7.772,39.19618,9.55175,5.627024,3.3613153,9.078147,7.0364833,12.260092,6.7652836
