,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,39,105,236,427,200,318,1659,354,73,840,269,76
layer_1,18,3,1242,16,1073,258,1,232,6,0,13,0
layer_2,0,702,539,957,2,278,11,882,0,1,0,2135
layer_3,0,303,0,1713,67,3,1,112,173,0,1031,0
layer_4,0,0,314,734,1571,0,7,88,87,28,1187,0
layer_5,15,110,14,543,10,0,678,249,2798,0,1205,0
layer_6,289,26,13,2014,38,65,2,666,264,1248,1178,78
layer_7,0,59,12,1163,0,159,2,2,37,4,419,620
layer_8,12,87,5,575,463,0,987,0,80,4,11,6
layer_9,41,3,267,12,246,8,49,111,5,192,461,0
layer_10,312,56,6,273,39,1,2,69,13,21,11,8
layer_11,46,1,0,4,9,0,2,62,0,7,4,0
