,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10.0,19.0,0.0,0.0,14.0,43.0,15.0,4.0,136.0,4.0,252.0,118.0
layer_1,6.0,89.0,2.0,2.0,0.0,101.0,0.0,25.0,0.0,0.0,18.0,1.0
layer_2,266.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,266.0,3.0,81.0
layer_3,0.0,2.0,1.0,65.0,6.0,0.0,0.0,0.0,28.0,211.0,109.0,0.0
layer_4,20.0,2.0,0.0,0.0,9.0,133.0,2.0,0.0,0.0,1.0,0.0,114.0
layer_5,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0
layer_6,0.0,0.0,0.0,0.0,5.0,97.0,123.0,0.0,0.0,0.0,0.0,2.0
layer_7,0.0,2.0,102.0,0.0,1.0,16.0,0.0,0.0,3.0,0.0,221.0,0.0
layer_8,0.0,0.0,47.0,0.0,0.0,6.0,1.0,0.0,0.0,10.0,5.0,0.0
layer_9,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0
layer_10,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,43.0,4.0
layer_11,0.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,1.0
