,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,12,32,27,39,34,67,108,44,31,57,13,133,36,72,9,53
layer_1,4,10,16,8,17,27,9,86,35,39,39,25,33,48,25,28
layer_2,6,31,25,19,18,6,6,108,35,8,18,18,15,20,20,24
layer_3,22,6,75,10,40,41,7,63,37,8,16,11,23,42,13,7
layer_4,12,99,13,42,48,86,142,26,26,7,43,11,24,22,26,23
layer_5,38,52,96,51,48,50,38,38,62,47,40,39,37,37,37,35
layer_6,49,48,65,76,49,48,114,68,37,38,37,38,38,37,37,36
layer_7,12,66,11,57,10,49,91,63,50,43,46,37,35,37,37,35
layer_8,24,8,65,76,39,43,39,39,46,40,31,37,37,37,37,37
layer_9,37,28,18,41,45,39,61,37,39,37,37,37,36,38,37,37
layer_10,63,39,43,69,74,46,70,37,35,38,37,38,37,37,37,37
layer_11,23,44,24,59,46,48,36,39,37,37,37,38,37,37,37,37
layer_12,54,37,43,71,46,43,44,43,37,36,37,37,37,37,37,37
layer_13,35,34,59,58,38,48,37,40,42,38,37,37,37,37,37,37
layer_14,67,31,40,37,37,45,38,37,37,37,37,37,36,37,37,37
layer_15,35,27,41,45,34,37,69,37,39,37,34,37,37,37,37,37
layer_16,39,25,38,46,39,36,37,37,36,37,38,37,37,37,37,37
layer_17,17,48,68,64,31,39,46,34,37,37,37,37,38,37,37,37
layer_18,28,43,85,37,37,41,36,40,37,37,37,36,37,37,38,37
layer_19,31,76,47,56,37,32,75,38,35,37,37,37,36,37,37,38
layer_20,37,92,28,39,41,41,33,57,40,37,25,37,37,37,37,37
layer_21,47,10,36,131,38,96,67,37,39,37,37,37,37,37,70,28
layer_22,48,59,131,31,54,93,47,74,38,34,37,37,9,37,37,39
layer_23,64,100,25,126,35,118,35,42,31,37,28,48,34,42,31,51
