,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,52,34,22,16,14,20,20,5,2,18,5,9,17,6,2,6
layer_1,27,35,19,20,23,23,40,15,21,14,12,20,15,10,18,13
layer_2,11,31,42,18,12,20,13,9,13,7,21,16,16,17,17,12
layer_3,30,10,57,17,36,9,6,15,10,8,9,8,8,11,5,4
layer_4,54,27,9,19,11,24,11,7,12,11,9,5,12,13,10,6
layer_5,54,22,14,12,9,11,9,9,22,9,9,9,9,9,9,9
layer_6,27,55,10,12,26,6,17,9,9,9,9,10,9,9,9,9
layer_7,52,21,7,19,8,43,10,10,21,9,9,9,9,9,9,9
layer_8,60,6,27,13,22,10,9,10,10,9,9,9,9,9,9,9
layer_9,43,20,6,33,12,10,13,9,9,9,9,9,9,9,9,9
layer_10,33,31,14,11,14,9,12,9,9,9,9,9,9,9,9,9
layer_11,32,23,19,10,9,11,9,9,9,9,9,9,9,9,9,9
layer_12,19,27,10,17,26,9,9,9,9,9,9,9,9,9,9,9
layer_13,38,34,11,15,9,10,10,10,9,9,9,9,9,9,9,9
layer_14,15,30,9,13,12,9,9,9,9,9,9,9,9,9,9,9
layer_15,20,49,11,12,9,9,14,9,9,9,9,9,9,9,9,9
layer_16,55,19,9,13,10,12,10,9,9,9,9,9,9,9,9,9
layer_17,40,16,21,12,11,9,13,12,9,9,9,9,9,9,9,9
layer_18,25,22,20,15,11,10,9,9,9,9,9,9,9,9,9,9
layer_19,16,16,14,10,9,14,28,9,9,9,9,9,9,9,9,9
layer_20,34,36,12,9,10,9,9,9,9,9,9,9,9,9,9,9
layer_21,16,49,8,29,9,8,11,9,9,9,9,9,9,9,12,7
layer_22,20,5,12,7,38,9,14,3,9,9,9,9,5,9,9,10
layer_23,8,21,16,12,7,11,15,8,2,9,8,7,9,4,12,3
