,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,81,0,188,0,34,83,31,0,0,1,35,0
layer_1,3,58,0,0,2,36,9,0,2,52,48,0
layer_2,0,0,2,0,3,0,7,0,0,1,5,0
layer_3,4,0,6,23,75,15,10,1,88,0,0,0
layer_4,4,45,116,160,167,338,32,36,18,2,197,38
layer_5,16,0,5,0,0,36,0,0,10,105,7,352
layer_6,66,6,338,22,7,440,29,0,2,36,9,2
layer_7,109,2,0,161,334,3,1,13,0,0,0,1
layer_8,236,3,105,1,145,869,0,16,55,10,30,235
layer_9,0,30,55,0,0,164,1,154,122,17,506,27
layer_10,1,78,133,12,333,0,65,26,0,6,0,313
layer_11,179,65,32,17,3,126,767,369,82,181,509,18
