,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,79.0,238.0,289.0,419.0,128.0,287.0,149.0,57.0,295.0,31.0,485.0,453.0
layer_1,9.0,413.0,11.0,31.0,310.0,29.0,2.0,12.0,12.0,0.0,164.0,20.0
layer_2,475.0,259.0,0.0,0.0,1.0,5.0,20.0,26.0,23.0,475.0,7.0,234.0
layer_3,0.0,54.0,4.0,93.0,11.0,353.0,8.0,5.0,70.0,468.0,355.0,178.0
layer_4,42.0,23.0,0.0,0.0,29.0,219.0,213.0,156.0,5.0,7.0,75.0,135.0
layer_5,69.0,31.0,1.0,40.0,3.0,0.0,146.0,191.0,34.0,441.0,175.0,46.0
layer_6,0.0,10.0,38.0,73.0,54.0,186.0,127.0,6.0,2.0,163.0,96.0,399.0
layer_7,141.0,150.0,43.0,70.0,252.0,147.0,21.0,3.0,18.0,107.0,249.0,26.0
layer_8,6.0,0.0,19.0,6.0,2.0,56.0,31.0,31.0,30.0,60.0,41.0,89.0
layer_9,49.0,12.0,46.0,53.0,26.0,61.0,0.0,132.0,45.0,12.0,58.0,0.0
layer_10,54.0,9.0,25.0,7.0,15.0,9.0,10.0,10.0,38.0,8.0,119.0,54.0
layer_11,6.0,16.0,41.0,10.0,48.0,35.0,17.0,8.0,199.0,58.0,13.0,9.0
