,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,21.0,3.0,19.0,0.0,5.0,3.0,25.0,47.0,23.0,14.0,13.0,14.0
layer_1,45.0,34.0,28.0,16.0,18.0,22.0,20.0,20.0,16.0,16.0,16.0,4.0
layer_2,51.0,16.0,49.0,63.0,30.0,45.0,16.0,26.0,49.0,43.0,26.0,16.0
layer_3,17.0,17.0,64.0,26.0,16.0,16.0,40.0,48.0,55.0,18.0,16.0,26.0
layer_4,20.0,25.0,16.0,31.0,16.0,17.0,19.0,19.0,17.0,16.0,16.0,43.0
layer_5,16.0,16.0,14.0,16.0,17.0,17.0,26.0,16.0,16.0,16.0,16.0,16.0
layer_6,18.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,25.0,16.0,16.0,16.0
layer_7,54.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
layer_8,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
layer_9,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,24.0,16.0,16.0,16.0
layer_10,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
layer_11,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,16.0,16.0,16.0
