,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,2,0,0,0,0,0,0,976,0,0,0,0,0,362,0,454,366,0,0,0,0,0,0,829,0,0,12,102,1435
layer_1,232,0,4,0,0,0,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
layer_4,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,22,0
layer_5,1,50,12,0,0,0,0,9,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0
layer_6,0,0,1,0,0,0,20,0,0,0,0,0,11,17,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_7,14,0,0,2,0,0,0,0,4,0,0,1,0,1,0,17,0,0,1,7,0,0,0,0,44,0,0,0,0,0,0,96
layer_8,0,22,6,25,0,0,0,0,10,14,0,3,0,0,0,0,87,0,6,0,7,5,0,0,0,1,0,0,147,0,1,891
layer_9,0,0,0,0,0,0,0,0,5,2,3,55,0,0,0,0,0,0,0,450,0,0,1,8,6,0,1,0,4,0,3,10
layer_10,2,0,0,0,1,2,0,72,0,0,0,0,462,25,692,187,51,0,0,32,0,0,0,0,0,0,0,0,4,4,0,98
layer_11,37,0,1,0,0,2,0,1,0,0,0,9,1,1,0,1,0,1370,0,0,2,4,0,1,312,1,7,14,50,99,1,3
layer_12,549,35,883,326,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0,3,0,0,0,1,0,78
layer_13,19,265,600,0,835,1,13,6,0,9,0,6,0,384,0,52,0,0,1,0,3,0,19,0,0,6,16,1,0,70,501,1009
layer_14,10,166,0,0,0,1,0,0,2,0,0,0,0,1122,0,61,0,0,2,0,4,33,0,0,0,0,3,0,0,3,0,0
layer_15,6,351,2,483,0,2,0,0,1,1,1,0,0,4,0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
layer_16,28,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,23,0,0,79,4,0,0,0,28
layer_17,0,0,0,0,48,431,13,1,0,0,17,244,0,0,0,0,2,0,75,0,69,1,1162,2,0,0,1,0,2,0,0,0
layer_18,1,0,4,0,583,539,28,848,12,0,276,0,0,61,487,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0
layer_19,0,473,1,0,0,1,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,216,0,0,0,0,0,1,7,461,2,779
layer_20,0,0,0,0,10,1,0,13,0,0,0,61,7,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0
layer_21,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,9,0,429,16
layer_22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
layer_23,0,0,12,0,0,11,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,1,5,16,1,0,0,1,2,0,0,0
layer_24,223,42,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0
layer_26,0,0,0,0,0,1,1,0,16,0,0,0,0,0,2,1,0,0,0,0,0,18,2,0,0,0,0,0,0,8,0,0
layer_27,0,7,0,3,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0
layer_28,0,0,0,0,0,0,446,2,1,1,0,0,63,4,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,129,0
layer_29,0,0,4,0,28,1,264,2,0,1,1,0,140,0,2,0,44,18,0,0,2,0,1,0,0,2,0,1,399,22,0,18
layer_30,0,0,0,0,0,0,0,0,0,1,0,0,605,4,30,9,66,1,3,0,0,0,15,303,0,0,1,0,0,30,0,0
layer_31,89,1189,2,27,3,0,0,0,466,0,0,0,0,333,7,1,0,2,5,1,0,0,204,0,517,78,3,136,0,0,0,1
