,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,152.0,110.0,143.0,111.0,77.0,62.0,91.0,85.0,81.0,121.0,129.0,53.0,135.0,91.0,72.0,55.0,114.0,87.0,33.0,83.0,88.0,89.0,64.0,116.0,45.0,79.0,142.0,127.0,58.0,47.0,100.0,133.0,89.0,134.0,69.0,91.0,102.0,125.0,158.0,142.0,92.0,98.0,243.0,91.0,84.0,150.0,77.0,37.0,144.0,128.0,69.0,95.0,127.0,115.0,126.0,91.0,130.0,110.0,54.0,41.0,111.0,105.0,111.0,164.0,64.0,97.0,99.0,42.0,141.0,66.0,55.0
layer_1,42.0,113.0,53.0,39.0,55.0,48.0,89.0,171.0,25.0,111.0,53.0,101.0,47.0,37.0,85.0,41.0,52.0,59.0,79.0,65.0,49.0,45.0,53.0,58.0,56.0,47.0,52.0,54.0,95.0,70.0,64.0,51.0,98.0,42.0,116.0,46.0,63.0,81.0,89.0,83.0,70.0,40.0,50.0,45.0,58.0,40.0,33.0,46.0,123.0,54.0,53.0,47.0,36.0,42.0,41.0,73.0,50.0,65.0,63.0,69.0,39.0,61.0,42.0,81.0,47.0,50.0,58.0,34.0,121.0,63.0,75.0
layer_2,36.0,89.0,52.0,55.0,18.0,225.0,21.0,40.0,28.0,30.0,156.0,34.0,85.0,67.0,27.0,19.0,87.0,31.0,47.0,109.0,79.0,91.0,23.0,44.0,31.0,28.0,47.0,47.0,43.0,18.0,19.0,46.0,35.0,26.0,69.0,75.0,24.0,23.0,63.0,79.0,119.0,39.0,43.0,25.0,72.0,26.0,38.0,25.0,28.0,24.0,21.0,12.0,98.0,44.0,14.0,74.0,26.0,151.0,34.0,30.0,43.0,60.0,28.0,47.0,41.0,32.0,43.0,19.0,73.0,27.0,25.0
layer_3,17.0,15.0,17.0,61.0,112.0,142.0,23.0,32.0,14.0,25.0,27.0,33.0,28.0,66.0,84.0,19.0,21.0,17.0,24.0,30.0,46.0,38.0,17.0,24.0,23.0,156.0,48.0,109.0,20.0,80.0,69.0,75.0,18.0,43.0,19.0,141.0,28.0,20.0,125.0,31.0,81.0,17.0,27.0,26.0,19.0,22.0,17.0,17.0,115.0,26.0,39.0,62.0,17.0,194.0,32.0,15.0,65.0,173.0,72.0,38.0,138.0,20.0,21.0,24.0,19.0,78.0,30.0,19.0,19.0,49.0,16.0
layer_4,20.0,24.0,19.0,81.0,21.0,20.0,22.0,20.0,20.0,20.0,20.0,21.0,20.0,21.0,20.0,20.0,23.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,64.0,20.0,20.0,35.0,20.0,20.0,20.0,20.0,20.0,23.0,20.0,20.0,20.0,21.0,20.0,20.0,24.0,21.0,60.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,27.0,20.0,20.0,20.0,20.0,20.0,23.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,26.0,20.0,20.0
layer_5,20.0,20.0,20.0,20.0,20.0,20.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,22.0,20.0,23.0,29.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,92.0,20.0,20.0,20.0,21.0,20.0,28.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
layer_6,20.0,20.0,20.0,23.0,20.0,21.0,27.0,19.0,21.0,20.0,24.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,23.0,28.0,21.0,20.0,21.0,20.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,21.0,27.0,57.0,20.0,21.0,20.0,21.0,20.0,23.0,23.0,20.0,46.0,20.0,20.0,123.0,20.0,20.0,20.0,22.0,20.0,34.0,28.0,20.0,20.0,22.0,117.0,20.0,22.0,20.0,20.0,23.0,20.0,20.0,20.0,22.0,20.0,33.0
layer_7,20.0,26.0,17.0,20.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,31.0,103.0,20.0,20.0,20.0,21.0,20.0,25.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,23.0,20.0,20.0,20.0,21.0,20.0,20.0,22.0,20.0,23.0,20.0,20.0,20.0,20.0,44.0,20.0,31.0,27.0,43.0,20.0,20.0,20.0,27.0,20.0,20.0,20.0,29.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,157.0,16.0,20.0,27.0,20.0,20.0,20.0,20.0
layer_8,23.0,20.0,20.0,20.0,21.0,20.0,23.0,20.0,20.0,20.0,21.0,21.0,22.0,20.0,22.0,20.0,20.0,39.0,20.0,20.0,24.0,20.0,20.0,21.0,25.0,21.0,21.0,35.0,184.0,35.0,33.0,29.0,40.0,25.0,21.0,32.0,21.0,23.0,20.0,36.0,24.0,20.0,20.0,20.0,20.0,20.0,25.0,20.0,19.0,24.0,24.0,20.0,20.0,22.0,20.0,35.0,20.0,20.0,26.0,21.0,20.0,20.0,30.0,20.0,23.0,19.0,25.0,19.0,20.0,29.0,20.0
layer_9,23.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,21.0,24.0,20.0,20.0,20.0,97.0,20.0,20.0,30.0,20.0,25.0,20.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,29.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,26.0,20.0,20.0,23.0,18.0,22.0,20.0,39.0,69.0,20.0,20.0,21.0,21.0,20.0,21.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,73.0
