,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,9,0,187,0,1,4,0,156,49,23,70,0
layer_1,0,6,1,0,212,7,3,0,8,2,1,0
layer_2,1,0,335,0,0,0,0,2,1,1,1,0
layer_3,336,0,3,14,0,0,4,0,0,63,1,0
layer_4,1,245,0,425,4,0,1,63,1,1,50,6
layer_5,0,0,0,0,0,0,0,0,5,0,4,16
layer_6,0,19,1,0,0,0,0,0,0,319,7,1
layer_7,0,11,0,1,2,0,1,0,0,0,0,0
layer_8,0,0,0,0,50,2,0,0,70,0,7,1
layer_9,0,0,0,0,0,0,10,0,2,0,0,2
layer_10,0,1,386,0,9,19,0,0,1,124,36,48
layer_11,80,5,8,9,1,4,9,0,2,1,111,407
