,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,25,0,68,23,0,0,56,0,0,9,6,5
layer_1,0,8,0,0,0,0,0,0,0,9,8,0
layer_2,0,0,11,0,2,0,0,0,0,0,0,0
layer_3,9,0,0,7,0,4,0,0,14,0,0,2
layer_4,0,5,0,259,17,1,0,0,17,0,34,0
layer_5,0,0,0,0,0,0,0,0,0,0,0,2
layer_6,0,4,85,6,0,16,0,0,0,162,0,26
layer_7,0,0,0,4,48,0,0,0,0,0,0,0
layer_8,0,0,67,0,112,25,0,0,222,0,33,72
layer_9,0,2,0,0,0,0,0,0,94,0,0,0
layer_10,0,0,11,0,2,0,0,0,9,0,0,0
layer_11,72,2,110,1,3,1,4,0,35,2,18,69
