,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,16,14,12,6,8,13,10,2,19,15,15,14
layer_1,5,5,10,13,13,12,13,14,13,13,4,14
layer_2,6,13,0,2,10,3,13,7,6,3,10,13
layer_3,13,12,2,12,13,13,7,5,3,12,13,9
layer_4,11,3,13,16,12,12,13,12,13,13,13,0
layer_5,13,13,9,10,10,13,13,11,13,13,12,13
layer_6,3,13,13,13,13,13,13,13,10,13,13,12
layer_7,11,13,13,13,12,14,13,13,12,10,13,13
layer_8,13,13,13,16,9,12,13,12,11,13,13,13
layer_9,10,13,12,10,13,13,13,13,16,13,10,13
layer_10,13,13,13,13,13,12,13,14,13,13,13,13
layer_11,15,13,13,11,13,13,13,13,17,13,15,11
