,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,104.0,38.0,19.0,25.0,118.0,24.0,97.0,52.0,114.0,107.0,98.0,86.0
layer_1,2.0,28.0,7.0,1.0,1.0,61.0,0.0,10.0,0.0,0.0,1.0,41.0
layer_2,106.0,6.0,1.0,1.0,14.0,1.0,46.0,44.0,4.0,106.0,29.0,6.0
layer_3,31.0,0.0,2.0,82.0,74.0,8.0,11.0,0.0,16.0,26.0,1.0,12.0
layer_4,50.0,15.0,0.0,20.0,22.0,23.0,2.0,1.0,16.0,4.0,2.0,12.0
layer_5,71.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,89.0,8.0,0.0
layer_6,3.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,8.0,0.0,10.0
layer_7,4.0,0.0,14.0,0.0,10.0,87.0,0.0,0.0,15.0,2.0,81.0,1.0
layer_8,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,22.0,1.0,1.0
layer_9,2.0,0.0,78.0,0.0,0.0,2.0,0.0,88.0,52.0,14.0,0.0,1.0
layer_10,6.0,2.0,76.0,1.0,2.0,2.0,41.0,1.0,32.0,1.0,94.0,2.0
layer_11,2.0,2.0,3.0,2.0,5.0,8.0,2.0,2.0,108.0,16.0,3.0,2.0
