,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,133.0,375.0,49.0,203.0,112.0,407.0,154.0,199.0,681.0,168.0,915.0,528.0
layer_1,69.0,585.0,58.0,45.0,43.0,32.0,0.0,68.0,20.0,2.0,266.0,76.0
layer_2,909.0,299.0,25.0,2.0,44.0,4.0,52.0,71.0,26.0,909.0,148.0,279.0
layer_3,11.0,60.0,20.0,169.0,76.0,76.0,29.0,2.0,267.0,805.0,468.0,291.0
layer_4,133.0,26.0,0.0,10.0,43.0,408.0,259.0,51.0,0.0,14.0,69.0,228.0
layer_5,118.0,11.0,4.0,46.0,8.0,0.0,21.0,70.0,9.0,847.0,124.0,4.0
layer_6,2.0,1.0,29.0,32.0,41.0,292.0,90.0,19.0,0.0,206.0,109.0,74.0
layer_7,54.0,3.0,316.0,7.0,66.0,106.0,8.0,0.0,77.0,195.0,488.0,1.0
layer_8,3.0,1.0,41.0,20.0,2.0,29.0,3.0,92.0,18.0,104.0,150.0,115.0
layer_9,69.0,28.0,17.0,51.0,13.0,133.0,1.0,165.0,92.0,0.0,40.0,1.0
layer_10,41.0,1.0,26.0,3.0,10.0,1.0,52.0,2.0,170.0,4.0,257.0,23.0
layer_11,4.0,1.0,34.0,2.0,7.0,26.0,0.0,2.0,194.0,22.0,4.0,2.0
