,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,4,1,0,11,2,10,11,2,4,12,13,12,10,10,9,1,4,6,2,5,3,9,9,3
layer_1,11,7,10,8,9,11,11,15,6,9,10,8,2,8,11,9,8,7,12,4,9,8,11,7
layer_2,12,11,14,13,10,13,12,11,13,15,12,11,13,11,11,11,9,12,12,11,14,12,11,13
layer_3,14,15,14,11,11,11,10,9,9,12,12,13,11,11,10,13,14,9,10,12,12,13,12,14
layer_4,11,12,12,11,9,11,12,8,11,5,8,6,10,14,10,13,10,11,9,14,11,10,14,11
layer_5,12,9,10,13,14,10,7,7,10,6,8,8,13,10,10,9,11,8,11,10,14,11,8,11
layer_6,12,10,10,8,15,6,6,7,7,7,12,9,8,7,10,11,13,11,11,12,10,11,9,8
layer_7,5,2,15,6,10,10,13,14,6,12,9,13,7,10,7,11,12,8,9,10,8,11,12,6
layer_8,13,11,13,4,9,11,6,13,7,11,6,12,11,13,10,6,9,9,11,9,10,13,13,12
layer_9,14,14,8,9,12,11,6,5,6,12,9,13,9,7,12,9,13,10,7,8,6,11,9,8
layer_10,10,12,11,9,8,8,9,9,13,11,13,8,5,7,3,7,8,9,8,7,11,11,10,8
layer_11,8,14,10,6,10,11,11,16,10,7,11,10,9,11,4,11,7,11,10,10,13,5,10,9
layer_12,8,7,10,5,6,6,9,10,12,8,9,7,10,14,14,6,6,9,9,8,8,4,13,10
layer_13,7,6,6,5,7,5,1,5,2,8,11,8,6,6,7,13,7,12,8,7,11,7,10,5
layer_14,1,10,5,9,1,8,4,6,4,1,6,9,9,12,9,9,7,8,6,11,12,7,6,5
layer_15,5,2,3,6,1,7,6,5,5,0,3,1,7,6,6,6,5,9,4,7,6,8,6,6
layer_16,7,2,6,7,0,5,7,9,9,1,6,1,6,6,5,7,9,8,5,2,11,5,7,5
layer_17,8,5,7,5,7,6,1,9,7,9,11,11,6,7,5,7,4,14,10,1,5,5,6,6
layer_18,6,7,7,7,6,6,4,8,6,5,4,10,6,7,6,6,5,7,6,7,8,7,6,7
layer_19,9,1,9,6,6,4,4,0,8,4,8,7,6,8,4,7,7,6,7,9,6,6,6,5
layer_20,6,5,5,9,10,9,8,6,7,6,9,6,8,7,5,7,8,6,10,10,10,6,6,7
layer_21,5,5,8,7,6,5,6,5,6,7,6,5,7,7,7,7,7,6,9,8,6,7,7,5
layer_22,6,8,7,6,7,9,6,6,7,6,5,7,8,6,6,6,1,5,5,7,7,4,5,6
layer_23,9,13,8,6,5,7,8,8,10,10,12,10,7,6,13,4,6,7,9,7,10,9,9,11
layer_24,12,11,8,10,13,10,3,7,8,8,6,4,9,10,9,14,11,14,5,5,4,9,10,7
layer_25,8,9,4,16,11,11,6,6,10,6,7,3,6,9,8,7,9,13,8,14,11,8,3,2
layer_26,1,8,3,4,2,4,5,4,9,8,4,7,4,3,2,11,6,1,0,3,4,4,6,5
layer_27,10,5,3,4,10,10,4,3,5,2,5,0,7,7,7,6,7,5,7,8,5,4,5,7
