,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,20,4,2,52,10,62,59,20,55,47,56,52,48,37,44,12,35,46,13,44,27,55,45,24
layer_1,48,39,47,24,25,37,57,45,40,46,35,36,9,37,38,21,47,41,45,13,36,48,40,36
layer_2,48,50,45,48,50,46,50,43,50,46,53,67,45,48,52,43,48,43,49,48,46,47,49,45
layer_3,59,55,44,43,47,39,40,43,35,43,51,50,41,36,48,52,42,51,39,54,52,46,52,52
layer_4,44,52,53,41,46,53,43,42,45,29,42,32,42,41,51,56,48,44,33,49,48,51,46,42
layer_5,58,44,51,61,69,59,27,23,43,23,35,53,49,58,47,49,56,67,54,48,47,53,41,52
layer_6,49,67,51,45,39,38,17,29,26,37,48,30,35,47,38,41,65,42,59,48,73,56,42,43
layer_7,23,5,49,46,52,39,57,61,42,50,45,68,44,55,49,46,50,52,65,65,82,42,57,50
layer_8,44,64,46,19,41,45,37,55,31,42,46,47,56,47,54,25,39,50,48,46,51,43,40,47
layer_9,45,42,41,53,59,56,25,29,20,49,48,43,49,39,52,47,44,46,43,54,28,60,44,39
layer_10,48,56,54,54,31,33,46,42,57,44,51,31,23,43,10,37,40,43,47,44,43,47,58,59
layer_11,41,52,52,42,52,42,49,51,50,37,62,55,51,44,25,63,52,48,33,39,48,44,38,45
layer_12,44,38,52,35,30,37,49,36,43,41,39,38,52,51,60,32,36,43,48,49,65,28,59,57
layer_13,33,42,38,36,33,36,4,21,26,36,39,44,34,33,28,52,36,44,48,51,44,39,43,40
layer_14,7,36,23,43,17,42,30,39,29,14,35,31,67,52,36,56,45,39,40,40,50,38,28,20
layer_15,28,29,30,41,14,46,35,37,21,9,16,8,27,25,24,42,32,42,31,30,36,37,34,39
layer_16,32,25,27,29,12,23,41,37,40,15,29,17,23,27,34,31,38,33,36,19,34,32,30,24
layer_17,62,30,41,53,38,34,8,25,29,35,46,58,24,32,38,39,27,49,42,11,26,25,34,25
layer_18,39,27,27,31,32,30,20,33,28,33,31,41,25,29,29,28,25,29,25,35,38,31,25,32
layer_19,28,10,43,27,27,21,11,11,51,35,29,42,30,28,29,31,35,31,29,31,33,27,29,24
layer_20,29,31,29,37,42,29,32,32,29,32,33,33,33,29,28,30,34,27,35,30,40,29,29,33
layer_21,32,26,28,25,26,26,24,22,23,33,30,26,30,29,28,30,32,30,33,36,39,30,32,32
layer_22,35,42,57,31,34,35,26,29,28,30,40,35,28,30,39,32,15,33,25,28,26,29,23,26
layer_23,40,42,31,35,29,41,50,49,46,41,35,43,31,33,39,26,57,31,31,33,45,32,40,34
layer_24,42,34,37,43,40,41,34,34,22,39,35,15,45,46,37,34,46,39,25,26,23,63,39,23
layer_25,32,30,28,42,43,41,35,30,39,43,29,40,28,34,28,41,48,41,42,50,42,40,15,16
layer_26,3,40,36,17,10,22,39,34,29,40,34,34,12,48,18,49,39,11,1,29,49,25,23,32
layer_27,40,41,21,11,47,38,25,13,31,16,28,0,26,23,28,25,24,27,27,17,22,27,24,30
