,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,3,6,6,2,3,2,3,3,3,0,1,0,0,0,0,5,2,3,4,1,2,2,1,0
layer_1,2,2,0,3,0,1,1,0,4,2,2,0,5,0,2,3,3,0,0,3,0,1,0,1
layer_2,2,1,1,0,1,0,1,1,1,0,1,3,1,1,0,0,0,0,1,0,0,1,1,1
layer_3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
layer_4,0,0,1,0,0,2,0,1,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0
layer_5,0,0,1,0,1,2,0,0,0,1,1,1,0,2,0,1,2,2,2,2,1,0,1,1
layer_6,0,1,0,2,0,0,0,0,0,1,3,0,1,2,2,0,2,0,2,0,3,2,0,0
layer_7,2,0,0,0,0,0,2,1,1,2,0,1,0,1,0,2,0,0,0,2,1,1,0,2
layer_8,0,2,0,2,1,1,0,2,0,2,1,0,0,0,2,2,2,2,0,0,0,1,0,2
layer_9,1,1,1,2,0,0,1,3,0,0,0,2,0,1,3,0,0,1,1,0,0,2,0,0
layer_10,2,2,1,1,0,1,1,2,2,1,3,0,3,2,2,1,0,2,2,1,1,0,3,1
layer_11,2,1,2,1,0,1,1,1,2,1,2,2,1,1,2,3,3,1,2,2,2,2,2,2
layer_12,2,0,1,0,0,0,2,0,0,0,1,0,3,2,2,1,2,2,1,0,1,1,3,1
layer_13,0,0,0,2,1,2,1,2,2,1,2,2,0,0,0,2,0,0,2,3,1,2,1,0
layer_14,2,0,0,2,2,3,2,2,3,0,1,0,1,3,0,2,1,2,2,2,2,0,0,0
layer_15,0,2,2,3,2,2,2,1,2,1,3,1,0,0,1,2,1,2,0,0,1,2,0,2
layer_16,0,3,1,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0
layer_17,0,0,1,0,1,2,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,2,0
layer_18,2,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1
layer_19,2,0,2,1,2,2,0,0,2,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0
layer_20,1,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
layer_21,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_22,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
layer_23,2,2,2,1,0,3,0,3,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3
layer_25,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,2,1,2,0,1,0,2
layer_26,1,2,2,1,1,0,3,2,1,1,2,2,3,5,5,1,1,1,0,0,0,0,0,2
layer_27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
