,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,43,174,12,10,56,190,28,94,434,39,690,299
layer_1,39,424,52,26,6,15,0,23,10,1,138,0
layer_2,675,156,3,0,14,1,0,8,3,677,65,154
layer_3,0,18,8,122,39,10,30,0,144,652,321,4
layer_4,271,36,7,1,80,507,80,70,31,82,17,654
layer_5,288,25,9,21,75,18,15,568,95,707,12,154
layer_6,34,11,18,28,350,560,564,60,18,14,41,10
layer_7,9,81,437,74,14,125,476,15,27,22,558,22
layer_8,70,19,580,78,9,526,5,134,6,38,180,10
layer_9,111,40,7,72,60,103,0,331,43,20,34,3
layer_10,1,29,83,3,21,6,128,22,130,3,151,13
layer_11,23,3,20,5,17,123,3,45,8,4,14,51
