,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,15,63,3,4,10,50,24,7,112,12,104,52
layer_1,5,82,3,7,6,4,4,5,10,4,5,0
layer_2,102,3,3,5,3,5,0,2,6,96,5,77
layer_3,3,18,3,75,15,6,5,3,7,194,168,3
layer_4,119,43,3,2,43,207,27,74,0,5,7,126
layer_5,204,13,15,8,6,9,11,170,60,166,6,24
layer_6,21,13,3,5,37,225,127,15,3,2,19,5
layer_7,1,102,90,25,4,28,103,3,9,6,205,4
layer_8,24,7,75,6,4,113,4,25,3,32,30,7
layer_9,53,22,3,9,16,45,1,128,5,7,33,3
layer_10,3,29,12,4,4,0,36,4,11,1,29,14
layer_11,12,7,8,6,6,43,5,16,3,4,5,23
