,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,40,54,3,4,58,60,71,6,443,8,755,60
layer_1,2,680,4,6,3,14,63,5,5,1,14,1
layer_2,723,13,1,1,2,94,0,1,4,723,1,166
layer_3,0,21,10,230,79,3,27,2,19,1026,929,1
layer_4,402,77,18,1,125,915,51,217,8,32,22,779
layer_5,858,31,23,20,44,42,18,774,204,771,5,107
layer_6,121,16,2,25,413,961,555,126,8,8,41,5
layer_7,1,276,739,82,3,245,357,5,12,7,1153,51
layer_8,224,7,651,57,22,928,2,221,24,70,380,2
layer_9,535,170,7,51,133,269,3,628,115,49,174,11
layer_10,6,305,127,4,54,32,317,48,234,28,415,89
layer_11,32,16,81,9,19,215,4,68,8,10,21,56
