,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,19,0,3,0,20,0,23,35,5,3,2,9
layer_1,53,19,12,1,3,1,10,1,1,1,27,0
layer_2,15,1,49,30,55,20,1,17,65,37,18,1
layer_3,1,1,42,59,1,1,18,42,23,45,1,31
layer_4,41,1,1,14,1,1,1,8,1,1,1,48
layer_5,2,1,13,1,6,1,30,5,1,1,1,1
layer_6,4,1,1,1,1,1,1,1,35,1,1,7
layer_7,29,1,1,1,1,1,1,1,4,1,1,1
layer_8,1,1,1,1,1,2,3,6,1,1,1,1
layer_9,1,1,1,4,1,1,1,1,1,1,1,1
layer_10,1,1,1,1,1,1,1,1,1,16,1,1
layer_11,6,1,1,1,1,1,1,1,27,1,1,1
