,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,663.5868,800.4428,741.37177,542.4202,1135.7599,404.30927,876.3059,500.88745,804.51807,786.92566,2223.3762,1108.3494,779.30756,972.5342,957.48676,1649.9829,459.6621,503.49603,636.9258,648.88055,352.69388,599.32574,855.13885,559.2414
layer_1,202.4807,1326.9333,77.974236,198.72983,1055.3058,295.8143,379.75388,262.2821,1822.994,314.15897,283.89172,3147.6833,3727.9072,1136.6672,1091.4363,527.0515,446.1962,685.14685,292.3805,310.37943,1646.3213,384.77972,407.4208,2671.323
layer_2,2142.27,60.814243,711.51447,580.04144,677.1863,117.69904,635.94617,77.07807,68.03734,550.2716,88.661736,564.677,64.96179,2253.5527,244.93115,294.07294,804.48895,248.72424,440.57104,2051.8992,546.8441,398.08954,86.83704,130.98357
layer_3,130.33656,223.64143,189.12946,1214.0503,213.29575,781.582,594.17035,3200.0344,2353.2778,939.4589,555.1696,495.7419,95.86767,1162.4678,209.02982,779.6316,658.12213,528.55646,142.60722,816.96924,262.41086,257.04507,71.79396,1516.6925
layer_4,64.62706,301.62003,83.86065,1400.6117,258.14844,2378.7046,463.4929,931.1588,155.28769,791.0837,153.4663,981.21265,203.59813,10.173972,79.96646,88.346596,1769.1174,199.72993,500.1215,1078.6296,2620.78,336.33087,1013.31323,310.6638
layer_5,440.3403,2051.222,953.4251,190.59355,912.9695,1488.7766,297.30753,437.78043,762.8732,99.2957,327.16144,459.34692,1073.864,126.96653,223.60085,83.91701,1629.8577,500.72464,477.834,261.531,108.5662,1133.489,2306.4058,514.7006
layer_6,3644.5972,198.48067,1223.7074,625.91327,140.37415,110.80624,709.4211,591.8294,829.15643,504.01746,930.775,145.128,151.6906,2019.1703,261.94595,602.41345,279.9541,27.6325,1615.6105,485.04395,404.4493,588.2211,1593.1171,99.34186
layer_7,1303.089,180.3467,481.4924,235.59464,652.84735,939.8593,348.13425,1305.308,92.08413,392.17133,357.5208,1632.9609,323.786,865.9279,88.267365,1799.6797,1437.3865,365.19128,188.11847,92.11616,510.91376,255.04964,615.21234,813.41925
layer_8,286.54965,417.4768,103.778336,277.6298,2003.19,496.8711,353.8058,669.41583,850.67633,517.02844,863.75104,285.6332,358.87918,1539.9714,270.975,127.16212,88.39312,566.34656,1502.5216,54.92893,351.26508,886.16815,1053.841,190.72781
layer_9,301.06732,158.24774,295.5976,165.7096,787.78925,404.6714,59.125633,1118.493,498.23242,222.66595,63.288948,244.36583,632.0168,793.4058,445.11227,245.9368,1218.9036,1539.946,552.8616,162.51248,2179.5002,1432.1465,471.3262,529.04785
layer_10,771.1575,1429.717,504.55542,786.4476,480.99103,157.5512,292.18774,294.83096,1581.3676,720.0318,622.15784,706.2242,296.86273,695.52594,253.81682,488.30026,629.29474,256.51984,419.53583,208.39955,1280.758,132.99196,819.4354,1090.0896
layer_11,727.0465,538.268,98.046715,1030.9636,505.42636,494.9494,280.5179,62.88057,517.43256,271.48734,114.07039,153.65791,455.03107,7.260846,284.67386,336.58182,565.45105,209.74466,21.505774,151.11105,7.7301207,235.20607,316.74554,253.50693
layer_12,0.42068836,4.9223876,15.913382,41.243492,0.01794082,0.10176678,2.903076,62.457005,0.00012371187,0.009623423,53.49103,2.282572,9.052091,1.2130151,0.41290358,2.236637,0.9960651,0.018939722,0.16671142,78.65943,0.116152205,0.27001166,1.5289127,1.3770896
layer_13,574.30273,1167.0405,296.29306,349.57635,1249.7732,371.16537,389.156,201.2332,1564.8179,308.29703,88.08393,2635.344,2380.7556,603.3039,778.8376,426.37192,380.66833,760.56995,159.22987,160.01305,590.99536,316.08926,188.3037,1441.2384
layer_14,1682.4255,95.46297,531.996,498.86118,646.90216,165.03049,727.4938,258.61307,218.5689,395.03085,185.25519,608.58636,147.12526,1367.8674,293.30096,383.41907,539.18134,320.4576,564.9175,1070.6671,439.0278,538.6118,161.3333,116.59652
layer_15,182.99289,217.55267,236.93015,1228.5769,438.2902,663.3482,433.99057,1742.443,1535.602,742.87134,441.33517,422.35794,130.00171,630.3596,261.1183,449.44388,601.4922,384.83286,233.43759,542.0122,297.41214,266.3149,207.30243,1062.1074
layer_16,133.69646,283.9495,131.0137,900.50903,224.63141,1428.5411,385.7518,637.1358,219.88483,553.527,138.50513,726.12726,279.89008,58.308083,135.70914,123.46143,1110.8303,208.67604,358.53867,699.18665,1595.0979,251.47585,829.1091,207.72626
layer_17,305.12946,1409.992,810.74725,231.02693,692.61945,966.7622,292.8871,358.21915,692.5713,109.076584,504.20523,380.33264,702.5713,133.2212,237.71855,103.55227,1100.9812,395.47388,506.88416,263.94684,173.91544,803.58374,1386.8278,485.09158
layer_18,2320.823,232.99031,824.78595,422.26804,99.02651,191.74512,637.6139,413.9386,827.68207,483.14124,857.3292,222.10582,270.82782,1095.1741,303.8742,401.50516,311.84113,50.828964,1249.4584,318.84338,412.1068,474.61844,908.50684,138.75497
layer_19,1213.852,182.64757,489.75922,336.407,531.60364,594.5871,356.4864,954.2247,115.52385,462.8575,474.34286,1726.9866,377.45956,801.43665,119.60795,1458.3733,645.43585,311.65967,352.296,113.697235,341.45474,226.4379,584.55707,563.6614
layer_20,167.95056,274.23883,113.83311,393.68073,1175.727,245.62767,284.08963,540.1035,619.71313,254.06392,417.17258,309.6425,465.32578,829.67474,308.74063,113.727394,64.39729,313.56818,1074.7739,129.03732,247.55264,589.5372,806.0011,168.34761
