,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,37.0,6.0,5.0,61.0,7.0,4.0,1.0,27.0,2.0,43.0,3.0,8.0
layer_1,2.0,7.0,20.0,6.0,0.0,0.0,42.0,3.0,2.0,10.0,0.0,2.0
layer_2,1.0,4.0,1.0,0.0,0.0,0.0,3.0,11.0,3.0,12.0,1.0,1.0
layer_3,0.0,41.0,22.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,33.0
layer_4,0.0,10.0,1.0,2.0,5.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0
layer_5,0.0,0.0,0.0,23.0,28.0,23.0,0.0,33.0,34.0,2.0,1.0,0.0
layer_6,2.0,15.0,0.0,57.0,0.0,0.0,40.0,0.0,12.0,0.0,29.0,1.0
layer_7,1.0,0.0,12.0,30.0,1.0,5.0,15.0,21.0,44.0,1.0,11.0,106.0
layer_8,33.0,2.0,5.0,182.0,0.0,1.0,12.0,179.0,116.0,4.0,1.0,22.0
layer_9,3.0,3.0,2.0,81.0,4.0,0.0,25.0,6.0,4.0,0.0,0.0,16.0
layer_10,14.0,1.0,0.0,3.0,16.0,59.0,27.0,17.0,0.0,4.0,11.0,2.0
layer_11,43.0,41.0,0.0,7.0,39.0,66.0,0.0,3.0,6.0,18.0,42.0,20.0
