,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10,22,0,8,18,25,34,60,1,25,0,5
layer_1,9,0,8,8,0,1,0,17,23,21,35,8
layer_2,0,3,13,17,18,5,0,15,27,0,22,6
layer_3,17,23,15,1,8,0,20,11,28,3,24,6
layer_4,9,13,1,4,19,1,16,4,3,12,37,1
layer_5,1,2,4,23,19,13,2,1,8,0,1,1
layer_6,10,9,15,0,11,4,0,11,17,14,4,1
layer_7,8,2,2,9,5,10,2,2,1,5,8,1
layer_8,14,12,4,17,4,13,3,34,12,9,60,5
layer_9,20,14,2,6,5,25,16,33,2,3,17,18
layer_10,0,18,1,17,4,18,12,17,4,16,5,17
layer_11,18,26,6,3,13,5,11,8,10,10,3,17
