,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,41.580345,57.92365,48.084393,52.495766,47.253376,59.621433,82.29117,52.99683,42.494904,54.253986,31.274387,80.09407,45.105934,62.24166,39.648968,55.05928
layer_1,22.318838,44.723,23.635115,35.40509,21.456446,27.349222,23.125666,77.546265,32.404064,36.149044,45.824337,37.085953,46.42065,49.402744,18.098637,43.704216
layer_2,27.247227,53.24826,24.854992,21.058666,25.989141,9.317361,25.869722,88.75375,36.758095,21.861889,38.048096,56.624634,22.861834,28.802423,9.169665,29.043348
layer_3,29.963295,34.769573,41.124756,18.534409,56.151398,57.039215,22.76142,49.578472,39.21492,16.006588,32.910976,24.024065,48.727844,40.383232,46.24381,15.388254
layer_4,8.138547,93.36828,49.436214,21.934237,47.870754,52.25191,104.379265,49.154675,46.81176,74.43196,54.896015,34.457874,43.992367,36.574898,40.776005,41.832253
layer_5,83.57817,44.476906,50.318966,31.103168,28.5332,56.93237,53.714146,28.979254,72.21459,44.865795,140.02583,45.044174,32.41866,47.458897,28.5187,27.116138
layer_6,20.147392,81.07821,42.20601,59.131874,120.9273,38.046074,62.065975,73.06008,40.96904,73.359665,23.198856,38.43723,22.952084,22.720709,25.57716,23.112518
layer_7,7.055695,90.62392,47.052246,79.46304,42.594185,40.68503,36.401016,79.29857,38.676815,46.78413,50.169376,23.705866,32.546474,53.680187,19.485115,43.548317
layer_8,9.698511,60.774017,68.66283,86.13515,82.803055,51.97434,63.40846,57.981068,75.957924,39.589886,42.21773,20.530382,39.311493,23.619417,19.993942,19.381542
layer_9,35.713707,54.362556,51.78138,120.54548,68.563705,55.196648,56.660618,62.766487,30.90204,34.007725,37.009712,30.462782,30.271229,19.183926,17.302694,18.715403
layer_10,79.16932,64.698296,53.063866,41.332325,61.376,69.061714,100.615906,61.014465,39.190845,42.45119,19.169601,148.0881,18.25524,17.696753,21.548807,19.898817
layer_11,41.350147,108.51141,34.22059,48.632317,54.634792,126.17221,105.37011,48.824074,47.176228,30.56096,51.732594,17.462149,18.603846,21.324442,21.2618,19.024881
layer_12,87.43666,74.509544,153.69559,46.48637,37.914494,38.153465,87.64909,56.775646,24.145258,45.172047,25.271646,26.853687,32.66895,19.836468,18.980282,42.28473
layer_13,51.808006,44.552258,57.31848,66.19828,81.66955,47.75471,44.81027,62.495274,72.75283,44.96567,57.920456,49.92628,38.264606,20.089443,24.452303,23.205544
layer_14,122.75627,34.21992,33.074684,57.174282,34.570866,51.687706,73.50506,55.18653,35.456253,41.04943,27.704737,19.376003,45.010757,32.605354,40.278614,30.36018
layer_15,34.745674,94.47189,61.34812,26.380203,49.68538,48.72992,57.83029,41.536453,44.31539,38.82266,51.805206,25.071749,32.697796,40.20629,32.532578,31.66241
layer_16,29.934603,46.328773,56.71713,35.385796,42.784927,41.45504,43.282837,37.654,32.58789,28.313269,21.201845,24.383896,23.26135,36.100105,22.480005,36.239517
layer_17,46.733566,106.55525,53.84829,53.64743,31.251648,56.86806,28.948265,61.37323,31.719501,38.657288,27.452585,23.793295,21.744144,23.339087,20.265715,32.586884
layer_18,81.449394,35.79955,36.438095,52.058323,33.253983,54.251614,36.730885,31.944868,34.835773,27.01265,24.004442,22.148106,20.839718,25.439585,29.76023,20.381708
layer_19,36.031048,84.085594,37.139538,39.16042,47.991203,50.45467,60.593746,33.5339,30.773863,27.29398,25.215183,28.42884,35.290955,20.199362,22.656271,29.845499
layer_20,62.182514,49.04348,48.133827,28.516548,33.804684,43.04414,37.03004,35.454502,37.539707,22.960815,26.108545,20.56166,22.505186,20.478275,20.44052,25.15819
layer_21,80.09017,22.560791,56.275574,71.149414,42.929832,33.216263,51.034065,32.31838,41.010548,24.922897,24.073656,22.405338,23.192713,23.428858,56.143356,27.952991
layer_22,32.04133,66.81402,80.56283,62.826664,48.835846,57.743347,62.04498,53.559246,31.28455,30.191586,25.677547,26.970118,31.439949,24.100464,27.706121,46.14722
layer_23,28.458115,55.574326,37.885674,67.45911,70.548004,73.62371,52.323906,61.577587,64.50563,19.666378,38.462524,47.90297,40.68518,45.31355,53.71651,56.424507
