,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,8,27,39,47,27,51,89,60,24,1,29,14
layer_1,1,0,81,1,0,24,10,3,0,0,0,0
layer_2,1,51,0,38,5,7,2,1,1,0,1,112
layer_3,13,1,0,85,2,6,0,8,29,3,72,8
layer_4,0,2,14,9,104,8,5,4,1,6,2,3
layer_5,9,0,4,42,0,2,1,49,106,0,1,0
layer_6,0,0,0,88,1,14,3,1,4,81,0,9
layer_7,0,1,1,4,8,9,1,2,1,10,47,27
layer_8,21,0,3,1,22,18,28,0,0,3,1,0
layer_9,0,0,1,3,9,0,1,0,1,0,0,0
layer_10,0,0,0,0,2,7,0,2,16,2,0,0
layer_11,0,0,0,1,0,0,3,2,1,0,0,1
