,0,1,2,3,4,5,6,7,8,9,10,11
0,0.048299238,0.027727023,0.07952556,0.010248083,0.05944336,0.056913566,0.01819444,0.012987312,0.015472659,0.0681851,0.054633472,0.049587723
1,0.012157513,0.011353864,0.017195767,0.023148289,0.013111736,0.023703959,0.013368076,0.024731057,0.033109974,0.005012508,0.0169953,0.07750845
2,0.06547874,2.691652e-05,0.030032504,0.009080296,0.035956673,0.018372316,0.012762085,0.027626758,0.023917163,0.0044115977,0.015186465,0.03378191
3,0.009607343,0.016493002,0.015911592,0.011449661,0.01965068,0.016560892,0.009391646,0.019286925,0.060593955,0.011725487,0.032706734,0.019549584
4,0.02451684,0.012512307,0.010464757,0.027529763,0.010941989,0.02500145,0.036839075,0.00430448,0.001920681,0.008898547,0.0144247,0.031178853
5,0.016509745,0.0025335108,0.008587833,0.012222667,0.027680637,0.006175074,0.008858248,0.033024486,0.014882247,0.02011023,0.09210014,0.017060878
6,0.01100919,0.017074104,0.0028672433,0.024491059,0.02493015,0.01758793,0.02617253,0.017760055,0.019472823,0.057781238,0.010317419,0.0068292907
7,0.013371534,0.0033640934,0.030916784,0.008383531,0.01643567,0.00034167446,0.004196167,0.044492498,0.017640453,0.06701498,0.02592963,0.007836095
8,0.0020744312,0.003542942,0.012992855,0.008450432,0.0005018608,0.0003691055,0.006425488,0.022384783,0.033169437,0.018881924,0.063890696,0.039963312
9,0.0044339066,0.006608048,0.0015199226,0.018341206,0.004187068,0.06426944,0.009167863,0.0015823607,0.0267092,0.002491807,0.00302625,0.0025481512
10,0.0031383305,0.0024828059,0.0066924547,0.0029047166,0.04553259,0.03156161,0.019776085,0.030991944,0.09658017,0.007352826,0.0058992445,0.0066765137
11,0.06269254,0.0053419867,0.0060864394,0.0040916875,0.08204314,0.0086469855,0.005354233,0.0029747833,0.010785628,0.0046688644,0.004680552,0.015609439
