,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,290,91,375,29,0,0,2,6,0,0,1,136,6,0,0,7,29,63,1,0,0,66,0,210,3,156,2,12,0,0,0,0
layer_1,6,20,0,61,22,8,3,0,0,0,0,38,12,0,0,0,12,0,0,0,0,0,0,0,4,0,8,9,14,0,5,0
layer_2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,41,6
layer_3,0,0,3,30,0,1,2,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,19,0,0,0,23,0,13,4
layer_4,0,0,0,0,75,0,4,35,0,0,0,0,0,0,58,0,0,6,14,0,0,0,0,3,16,1,0,0,0,0,0,17
layer_5,0,0,14,5,3,0,0,0,0,0,0,4,7,14,23,80,3,15,13,0,0,3,0,0,0,0,0,1,4,41,10,57
layer_6,18,55,0,0,50,0,0,119,9,0,74,44,54,28,1,4,48,0,14,8,21,0,31,0,0,23,0,2,0,92,198,1
layer_7,0,113,117,0,6,7,0,0,8,26,46,153,93,0,32,2,3,133,8,125,6,2,0,0,0,0,0,11,11,58,36,11
layer_8,0,1,0,3,73,17,30,1,1,0,0,0,3,14,10,70,3,12,8,57,12,2,95,0,7,14,0,0,13,18,2,46
layer_9,2,30,25,10,0,0,0,0,52,344,117,153,0,4,0,4,14,5,0,22,8,0,3,1,42,2,61,0,0,10,0,13
layer_10,0,47,0,0,0,1,0,0,0,128,1,48,0,8,15,15,258,1,33,26,77,5,61,4,8,40,24,22,0,0,39,0
layer_11,31,5,6,1,11,0,4,0,1,6,48,0,0,0,3,9,170,243,4,247,0,0,0,0,3,4,8,10,0,0,0,158
layer_12,7,0,8,3,10,1,9,1,1,16,0,2,1,8,0,130,78,67,48,68,0,0,15,47,134,126,99,18,78,11,12,6
layer_13,4,11,23,23,0,0,0,62,41,16,1,23,2,0,10,2,1,0,1,4,0,1,96,1,83,4,0,0,2,118,9,37
layer_14,2,9,14,3,4,5,7,2,170,155,30,122,17,87,4,6,0,1,1,3,0,4,0,12,17,70,259,3,1,0,0,5
layer_15,89,0,0,3,169,211,258,296,37,7,3,57,115,14,40,1,9,0,0,0,5,8,10,20,0,18,45,16,11,12,2,18
layer_16,0,0,3,18,29,4,7,2,10,50,9,21,81,13,42,1,2,18,141,0,0,1,218,0,2,19,0,45,5,58,0,28
layer_17,4,1,0,73,86,17,3,54,0,1,0,17,1,51,26,26,0,0,37,5,79,5,0,12,0,0,2,0,0,4,106,6
layer_18,5,3,4,0,0,0,1,0,3,3,0,17,0,0,6,4,0,4,0,0,0,1,0,0,6,59,21,29,2,2,5,3
layer_19,5,0,9,1,0,0,0,28,57,7,8,0,0,1,0,0,1,0,0,0,7,1,0,0,1,3,3,2,0,0,1,0
layer_20,0,0,0,10,0,0,0,0,5,5,0,0,0,0,0,0,2,0,8,0,0,9,0,2,0,1,0,1,7,41,17,0
layer_21,10,9,32,2,31,16,2,2,0,24,17,2,0,0,6,1,0,0,0,19,0,0,0,0,2,1,1,0,0,0,0,0
layer_22,0,2,0,0,1,0,0,0,6,1,23,12,2,1,1,0,15,3,0,12,1,1,1,1,17,0,0,0,0,0,1,0
layer_23,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,8,43,0,0,0,0,1,4,0,0,0,0,59,0,3,12
layer_24,2,245,0,13,0,0,0,0,0,0,0,0,0,11,0,36,0,0,0,1,0,0,0,0,2,3,0,3,34,0,0,0
layer_25,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,35,1,1,0,1,25,76,0,0,1,0,1,0,1
layer_26,0,0,0,16,1,85,5,11,0,0,0,1,0,1,0,0,0,1,0,9,0,44,0,54,0,1,4,7,0,0,5,0
layer_27,0,0,0,0,0,0,0,0,65,88,18,0,0,0,22,22,9,0,1,2,0,1,0,0,0,0,1,0,5,45,1,1
layer_28,20,0,0,0,0,5,0,8,0,1,46,2,2,0,0,0,0,0,3,0,62,0,0,19,0,0,1,0,0,7,48,15
layer_29,0,11,18,1,7,1,0,1,29,7,0,8,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,2,35
layer_30,0,21,17,0,1,1,23,1,0,19,24,0,0,2,0,0,0,5,133,1,1,0,16,16,39,3,10,16,0,0,0,0
layer_31,57,20,0,7,0,0,12,69,0,0,1,1,5,2,555,2,0,0,0,0,0,0,0,0,20,5,164,0,34,0,2,0
