,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13,13,2,1,15,2,9,9,63,9,32,12
layer_1,6,4,12,14,1,42,55,6,12,17,12,7
layer_2,1,0,6,8,25,7,2,7,9,0,6,32
layer_3,4,0,14,50,9,0,13,2,0,7,9,0
layer_4,9,11,7,3,13,48,4,1,34,13,0,1
layer_5,33,0,3,1,10,12,0,0,11,0,0,12
layer_6,1,1,2,0,1,13,1,11,21,0,0,0
layer_7,4,6,1,0,2,5,5,0,10,0,29,0
layer_8,19,12,4,16,13,11,1,28,10,23,9,5
layer_9,2,7,16,3,3,13,19,8,8,8,14,16
layer_10,1,3,2,13,2,5,0,7,12,6,3,20
layer_11,13,20,5,4,8,15,10,8,3,17,4,8
