,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,40,30,0,2,38,11,20,47,17,20,2,9
layer_1,22,2,26,28,0,29,17,23,32,29,32,18
layer_2,0,11,13,25,26,8,2,29,15,0,20,18
layer_3,21,23,36,13,23,0,29,18,18,6,19,14
layer_4,28,25,24,7,29,13,14,17,33,37,44,1
layer_5,12,14,4,31,43,25,16,4,14,3,12,17
layer_6,32,40,35,7,21,10,1,47,40,47,31,17
layer_7,33,17,3,4,27,34,7,10,12,29,16,6
layer_8,22,33,9,26,32,35,30,30,38,23,41,22
layer_9,9,20,37,9,16,35,20,22,12,23,24,25
layer_10,15,9,22,42,19,18,7,27,26,9,13,23
layer_11,24,29,20,11,26,20,33,26,14,30,13,35
