,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,89,80,63,44,71,0,54,52,66,0,35,2,37,25,37,32
layer_1,95,79,63,23,56,42,72,69,26,46,31,38,21,26,0,26
layer_2,40,73,49,50,63,43,46,40,35,24,19,22,19,24,26,25
layer_3,113,40,65,44,59,48,47,27,27,14,32,28,1,14,19,25
layer_4,89,41,83,83,56,28,18,17,26,21,9,28,13,9,16,12
layer_5,88,101,10,78,39,37,24,31,13,9,10,12,9,9,8,9
layer_6,82,110,79,7,15,26,13,14,40,32,22,9,9,9,9,8
layer_7,107,75,52,18,77,65,21,10,0,10,9,9,9,8,9,8
layer_8,112,66,59,73,25,46,13,12,16,9,9,8,8,8,8,8
layer_9,82,70,90,90,55,18,23,10,12,9,9,9,8,17,8,9
layer_10,84,31,60,47,9,53,10,12,10,9,9,9,9,8,8,8
layer_11,119,77,45,14,5,62,35,10,9,49,9,46,9,12,9,8
layer_12,75,44,33,46,23,34,9,9,12,9,10,9,8,8,8,8
layer_13,101,61,17,47,14,12,14,9,9,9,9,9,8,9,8,9
layer_14,59,95,57,42,13,9,9,9,12,11,9,9,10,8,14,8
layer_15,71,113,10,15,13,57,22,10,8,9,8,11,9,8,8,9
layer_16,69,92,13,82,13,9,9,24,9,9,11,9,9,9,9,8
layer_17,113,97,13,57,29,9,12,12,12,9,9,9,8,8,26,8
layer_18,111,107,35,9,16,11,13,9,9,9,9,9,8,8,8,12
layer_19,116,29,15,10,9,9,9,9,10,8,8,8,8,8,8,8
layer_20,34,44,25,73,10,10,9,9,8,8,8,8,8,8,8,8
layer_21,69,86,12,36,43,49,9,17,9,8,8,27,8,8,8,8
layer_22,84,92,110,8,71,41,58,82,12,9,8,8,8,8,21,15
layer_23,107,20,84,77,86,70,90,74,40,14,41,22,13,19,9,8
