,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,9.0,6.0,3.0,15.0,10.0,9.0,38.0,3.0,0.0,203.0,14.0,3.0
layer_1,3.0,1.0,0.0,0.0,200.0,9.0,1.0,27.0,0.0,0.0,0.0,0.0
layer_2,0.0,0.0,81.0,2.0,14.0,18.0,9.0,177.0,0.0,0.0,0.0,0.0
layer_3,4.0,132.0,0.0,0.0,11.0,1.0,0.0,8.0,18.0,6.0,0.0,0.0
layer_4,0.0,0.0,3.0,0.0,0.0,2.0,0.0,41.0,32.0,0.0,115.0,0.0
layer_5,0.0,75.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,200.0,0.0
layer_6,43.0,0.0,6.0,0.0,2.0,0.0,0.0,156.0,18.0,0.0,39.0,0.0
layer_7,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,0.0
layer_8,0.0,24.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
layer_9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,0.0
layer_10,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_11,0.0,53.0,0.0,43.0,0.0,0.0,0.0,12.0,54.0,0.0,49.0,55.0
